county,year,month,cases,deaths
"Abbeville, South Carolina",2020,3,32,0.0
"Abbeville, South Carolina",2020,4,430,0.0
"Abbeville, South Carolina",2020,5,1080,0.0
"Abbeville, South Carolina",2020,6,2187,0.0
"Abbeville, South Carolina",2020,7,5959,65.0
"Abbeville, South Carolina",2020,8,11082,271.0
"Abbeville, South Carolina",2020,9,15286,348.0
"Abbeville, South Carolina",2020,10,21806,465.0
"Abbeville, South Carolina",2020,11,26305,594.0
"Abbeville, South Carolina",2020,12,35084,715.0
"Abbeville, South Carolina",2021,1,46891,834.0
"Abbeville, South Carolina",2021,2,40585,642.0
"Acadia, Louisiana",2020,3,85,5.0
"Acadia, Louisiana",2020,4,3066,156.0
"Acadia, Louisiana",2020,5,7229,426.0
"Acadia, Louisiana",2020,6,18342,933.0
"Acadia, Louisiana",2020,7,49484,1583.0
"Acadia, Louisiana",2020,8,82440,2691.0
"Acadia, Louisiana",2020,9,86894,2851.0
"Acadia, Louisiana",2020,10,94873,3088.0
"Acadia, Louisiana",2020,11,107102,3317.0
"Acadia, Louisiana",2020,12,141781,4053.0
"Acadia, Louisiana",2021,1,170861,5218.0
"Acadia, Louisiana",2021,2,118778,3556.0
"Accomack, Virginia",2020,3,28,0.0
"Accomack, Virginia",2020,4,1880,28.0
"Accomack, Virginia",2020,5,19109,275.0
"Accomack, Virginia",2020,6,30048,403.0
"Accomack, Virginia",2020,7,32599,448.0
"Accomack, Virginia",2020,8,34590,528.0
"Accomack, Virginia",2020,9,34867,570.0
"Accomack, Virginia",2020,10,37147,589.0
"Accomack, Virginia",2020,11,38155,610.0
"Accomack, Virginia",2020,12,47215,712.0
"Accomack, Virginia",2021,1,64478,933.0
"Accomack, Virginia",2021,2,49521,662.0
"Ada, Idaho",2020,3,795,9.0
"Ada, Idaho",2020,4,16177,274.0
"Ada, Idaho",2020,5,23629,647.0
"Ada, Idaho",2020,6,34598,667.0
"Ada, Idaho",2020,7,157829,1047.0
"Ada, Idaho",2020,8,303150,2958.0
"Ada, Idaho",2020,9,363824,4198.0
"Ada, Idaho",2020,10,465314,4919.0
"Ada, Idaho",2020,11,647760,6344.0
"Ada, Idaho",2020,12,1007571,9301.0
"Ada, Idaho",2021,1,1299651,11916.0
"Ada, Idaho",2021,2,909958,8444.0
"Adair, Iowa",2020,3,15,0.0
"Adair, Iowa",2020,4,30,0.0
"Adair, Iowa",2020,5,150,0.0
"Adair, Iowa",2020,6,343,0.0
"Adair, Iowa",2020,7,564,0.0
"Adair, Iowa",2020,8,1136,14.0
"Adair, Iowa",2020,9,1806,30.0
"Adair, Iowa",2020,10,3917,31.0
"Adair, Iowa",2020,11,10368,147.0
"Adair, Iowa",2020,12,16315,462.0
"Adair, Iowa",2021,1,20807,608.0
"Adair, Iowa",2021,2,14945,500.0
"Adair, Kentucky",2020,4,1210,101.0
"Adair, Kentucky",2020,5,2799,473.0
"Adair, Kentucky",2020,6,3140,570.0
"Adair, Kentucky",2020,7,5152,589.0
"Adair, Kentucky",2020,8,7489,589.0
"Adair, Kentucky",2020,9,8942,570.0
"Adair, Kentucky",2020,10,13827,651.0
"Adair, Kentucky",2020,11,23633,835.0
"Adair, Kentucky",2020,12,36448,1216.0
"Adair, Kentucky",2021,1,44410,1452.0
"Adair, Kentucky",2021,2,31783,980.0
"Adair, Missouri",2020,3,18,0.0
"Adair, Missouri",2020,4,327,0.0
"Adair, Missouri",2020,5,820,0.0
"Adair, Missouri",2020,6,2365,0.0
"Adair, Missouri",2020,7,3433,0.0
"Adair, Missouri",2020,8,5674,0.0
"Adair, Missouri",2020,9,9305,0.0
"Adair, Missouri",2020,10,14528,0.0
"Adair, Missouri",2020,11,27637,47.0
"Adair, Missouri",2020,12,46014,143.0
"Adair, Missouri",2021,1,60738,437.0
"Adair, Missouri",2021,2,44684,395.0
"Adair, Oklahoma",2020,3,22,0.0
"Adair, Oklahoma",2020,4,1074,63.0
"Adair, Oklahoma",2020,5,2340,93.0
"Adair, Oklahoma",2020,6,3014,118.0
"Adair, Oklahoma",2020,7,5431,131.0
"Adair, Oklahoma",2020,8,11552,189.0
"Adair, Oklahoma",2020,9,16490,299.0
"Adair, Oklahoma",2020,10,22459,329.0
"Adair, Oklahoma",2020,11,31419,384.0
"Adair, Oklahoma",2020,12,47977,407.0
"Adair, Oklahoma",2021,1,74848,504.0
"Adair, Oklahoma",2021,2,59842,410.0
"Adams, Colorado",2020,3,853,2.0
"Adams, Colorado",2020,4,24400,973.0
"Adams, Colorado",2020,5,77475,2965.0
"Adams, Colorado",2020,6,113100,4336.0
"Adams, Colorado",2020,7,154716,4995.0
"Adams, Colorado",2020,8,211599,5707.0
"Adams, Colorado",2020,9,250505,6442.0
"Adams, Colorado",2020,10,365193,7609.0
"Adams, Colorado",2020,11,674519,8809.0
"Adams, Colorado",2020,12,1114726,13747.0
"Adams, Colorado",2021,1,1366161,17652.0
"Adams, Colorado",2021,2,951243,12397.0
"Adams, Idaho",2020,3,1,0.0
"Adams, Idaho",2020,4,52,0.0
"Adams, Idaho",2020,5,93,0.0
"Adams, Idaho",2020,6,195,0.0
"Adams, Idaho",2020,7,423,0.0
"Adams, Idaho",2020,8,674,0.0
"Adams, Idaho",2020,9,797,34.0
"Adams, Idaho",2020,10,1167,62.0
"Adams, Idaho",2020,11,2599,60.0
"Adams, Idaho",2020,12,5230,85.0
"Adams, Idaho",2021,1,9151,93.0
"Adams, Idaho",2021,2,6368,60.0
"Adams, Illinois",2020,3,15,0.0
"Adams, Illinois",2020,4,703,0.0
"Adams, Illinois",2020,5,1305,31.0
"Adams, Illinois",2020,6,1628,30.0
"Adams, Illinois",2020,7,7071,34.0
"Adams, Illinois",2020,8,19174,193.0
"Adams, Illinois",2020,9,28204,297.0
"Adams, Illinois",2020,10,49893,457.0
"Adams, Illinois",2020,11,110821,1143.0
"Adams, Illinois",2020,12,175313,2050.0
"Adams, Illinois",2021,1,225315,3436.0
"Adams, Illinois",2021,2,157077,2780.0
"Adams, Indiana",2020,3,22,0.0
"Adams, Indiana",2020,4,149,19.0
"Adams, Indiana",2020,5,311,31.0
"Adams, Indiana",2020,6,906,44.0
"Adams, Indiana",2020,7,1801,63.0
"Adams, Indiana",2020,8,4083,93.0
"Adams, Indiana",2020,9,6922,117.0
"Adams, Indiana",2020,10,13743,193.0
"Adams, Indiana",2020,11,38257,505.0
"Adams, Indiana",2020,12,71454,910.0
"Adams, Indiana",2021,1,90139,1123.0
"Adams, Indiana",2021,2,63001,953.0
"Adams, Iowa",2020,5,68,0.0
"Adams, Iowa",2020,6,218,0.0
"Adams, Iowa",2020,7,322,0.0
"Adams, Iowa",2020,8,557,0.0
"Adams, Iowa",2020,9,824,0.0
"Adams, Iowa",2020,10,1945,4.0
"Adams, Iowa",2020,11,3928,37.0
"Adams, Iowa",2020,12,6834,62.0
"Adams, Iowa",2021,1,9025,88.0
"Adams, Iowa",2021,2,6280,60.0
"Adams, Mississippi",2020,3,45,0.0
"Adams, Mississippi",2020,4,1988,108.0
"Adams, Mississippi",2020,5,5285,413.0
"Adams, Mississippi",2020,6,6766,515.0
"Adams, Mississippi",2020,7,12553,637.0
"Adams, Mississippi",2020,8,20902,852.0
"Adams, Mississippi",2020,9,26346,1024.0
"Adams, Mississippi",2020,10,31912,1290.0
"Adams, Mississippi",2020,11,37920,1423.0
"Adams, Mississippi",2020,12,50757,1668.0
"Adams, Mississippi",2021,1,62669,2077.0
"Adams, Mississippi",2021,2,45389,1471.0
"Adams, Nebraska",2020,3,21,0.0
"Adams, Nebraska",2020,4,2185,18.0
"Adams, Nebraska",2020,5,7443,242.0
"Adams, Nebraska",2020,6,8390,330.0
"Adams, Nebraska",2020,7,9760,340.0
"Adams, Nebraska",2020,8,11462,341.0
"Adams, Nebraska",2020,9,14523,346.0
"Adams, Nebraska",2020,10,22293,404.0
"Adams, Nebraska",2020,11,38431,573.0
"Adams, Nebraska",2020,12,64312,882.0
"Adams, Nebraska",2021,1,76738,1121.0
"Adams, Nebraska",2021,2,53245,750.0
"Adams, North Dakota",2020,7,8,0.0
"Adams, North Dakota",2020,8,107,0.0
"Adams, North Dakota",2020,9,409,0.0
"Adams, North Dakota",2020,10,1612,0.0
"Adams, North Dakota",2020,11,4034,0.0
"Adams, North Dakota",2020,12,5837,34.0
"Adams, North Dakota",2021,1,7005,62.0
"Adams, North Dakota",2021,2,5271,43.0
"Adams, Ohio",2020,4,85,0.0
"Adams, Ohio",2020,5,217,14.0
"Adams, Ohio",2020,6,461,30.0
"Adams, Ohio",2020,7,1016,50.0
"Adams, Ohio",2020,8,2233,84.0
"Adams, Ohio",2020,9,3362,120.0
"Adams, Ohio",2020,10,5956,160.0
"Adams, Ohio",2020,11,16596,268.0
"Adams, Ohio",2020,12,34623,420.0
"Adams, Ohio",2021,1,51012,458.0
"Adams, Ohio",2021,2,41289,421.0
"Adams, Pennsylvania",2020,3,84,0.0
"Adams, Pennsylvania",2020,4,2041,36.0
"Adams, Pennsylvania",2020,5,5848,173.0
"Adams, Pennsylvania",2020,6,8869,298.0
"Adams, Pennsylvania",2020,7,12451,463.0
"Adams, Pennsylvania",2020,8,16877,670.0
"Adams, Pennsylvania",2020,9,22753,738.0
"Adams, Pennsylvania",2020,10,30754,831.0
"Adams, Pennsylvania",2020,11,46600,1176.0
"Adams, Pennsylvania",2020,12,101354,1885.0
"Adams, Pennsylvania",2021,1,176265,3717.0
"Adams, Pennsylvania",2021,2,137044,2900.0
"Adams, Washington",2020,3,37,0.0
"Adams, Washington",2020,4,1100,0.0
"Adams, Washington",2020,5,1591,0.0
"Adams, Washington",2020,6,2873,0.0
"Adams, Washington",2020,7,8250,13.0
"Adams, Washington",2020,8,15368,168.0
"Adams, Washington",2020,9,22918,269.0
"Adams, Washington",2020,10,27883,315.0
"Adams, Washington",2020,11,33925,338.0
"Adams, Washington",2020,12,46587,444.0
"Adams, Washington",2021,1,53005,539.0
"Adams, Washington",2021,2,37154,417.0
"Adams, Wisconsin",2020,4,86,17.0
"Adams, Wisconsin",2020,5,124,31.0
"Adams, Wisconsin",2020,6,268,46.0
"Adams, Wisconsin",2020,7,1415,62.0
"Adams, Wisconsin",2020,8,2860,69.0
"Adams, Wisconsin",2020,9,5794,100.0
"Adams, Wisconsin",2020,10,12359,129.0
"Adams, Wisconsin",2020,11,27066,201.0
"Adams, Wisconsin",2020,12,40507,353.0
"Adams, Wisconsin",2021,1,48374,415.0
"Adams, Wisconsin",2021,2,33889,293.0
"Addison, Vermont",2020,3,128,0.0
"Addison, Vermont",2020,4,1575,32.0
"Addison, Vermont",2020,5,1918,62.0
"Addison, Vermont",2020,6,1988,60.0
"Addison, Vermont",2020,7,2155,62.0
"Addison, Vermont",2020,8,2341,62.0
"Addison, Vermont",2020,9,2471,60.0
"Addison, Vermont",2020,10,3463,62.0
"Addison, Vermont",2020,11,4417,60.0
"Addison, Vermont",2020,12,6892,104.0
"Addison, Vermont",2021,1,14705,144.0
"Addison, Vermont",2021,2,12938,160.0
"Adjuntas, Puerto Rico",2020,5,257,0.0
"Adjuntas, Puerto Rico",2020,6,1147,0.0
"Adjuntas, Puerto Rico",2020,7,2049,0.0
"Adjuntas, Puerto Rico",2020,8,3177,0.0
"Adjuntas, Puerto Rico",2020,9,4136,0.0
"Adjuntas, Puerto Rico",2020,10,5232,0.0
"Adjuntas, Puerto Rico",2020,11,6612,0.0
"Adjuntas, Puerto Rico",2020,12,9858,0.0
"Adjuntas, Puerto Rico",2021,1,13446,0.0
"Adjuntas, Puerto Rico",2021,2,9112,0.0
"Aguada, Puerto Rico",2020,5,363,0.0
"Aguada, Puerto Rico",2020,6,821,0.0
"Aguada, Puerto Rico",2020,7,2018,0.0
"Aguada, Puerto Rico",2020,8,4985,0.0
"Aguada, Puerto Rico",2020,9,8433,0.0
"Aguada, Puerto Rico",2020,10,12279,0.0
"Aguada, Puerto Rico",2020,11,16515,0.0
"Aguada, Puerto Rico",2020,12,24127,0.0
"Aguada, Puerto Rico",2021,1,31743,0.0
"Aguada, Puerto Rico",2021,2,23297,0.0
"Aguadilla, Puerto Rico",2020,5,422,0.0
"Aguadilla, Puerto Rico",2020,6,1019,0.0
"Aguadilla, Puerto Rico",2020,7,3178,0.0
"Aguadilla, Puerto Rico",2020,8,7769,0.0
"Aguadilla, Puerto Rico",2020,9,11417,0.0
"Aguadilla, Puerto Rico",2020,10,15744,0.0
"Aguadilla, Puerto Rico",2020,11,22626,0.0
"Aguadilla, Puerto Rico",2020,12,32055,0.0
"Aguadilla, Puerto Rico",2021,1,41122,0.0
"Aguadilla, Puerto Rico",2021,2,28975,0.0
"Aguas Buenas, Puerto Rico",2020,5,826,0.0
"Aguas Buenas, Puerto Rico",2020,6,1519,0.0
"Aguas Buenas, Puerto Rico",2020,7,2351,0.0
"Aguas Buenas, Puerto Rico",2020,8,4751,0.0
"Aguas Buenas, Puerto Rico",2020,9,7044,0.0
"Aguas Buenas, Puerto Rico",2020,10,10409,0.0
"Aguas Buenas, Puerto Rico",2020,11,13687,0.0
"Aguas Buenas, Puerto Rico",2020,12,19155,0.0
"Aguas Buenas, Puerto Rico",2021,1,27695,0.0
"Aguas Buenas, Puerto Rico",2021,2,19867,0.0
"Aibonito, Puerto Rico",2020,5,468,0.0
"Aibonito, Puerto Rico",2020,6,1085,0.0
"Aibonito, Puerto Rico",2020,7,1745,0.0
"Aibonito, Puerto Rico",2020,8,3094,0.0
"Aibonito, Puerto Rico",2020,9,4168,0.0
"Aibonito, Puerto Rico",2020,10,5775,0.0
"Aibonito, Puerto Rico",2020,11,7773,0.0
"Aibonito, Puerto Rico",2020,12,11982,0.0
"Aibonito, Puerto Rico",2021,1,15147,0.0
"Aibonito, Puerto Rico",2021,2,11266,0.0
"Aiken, South Carolina",2020,3,56,1.0
"Aiken, South Carolina",2020,4,1778,93.0
"Aiken, South Carolina",2020,5,4497,206.0
"Aiken, South Carolina",2020,6,7722,258.0
"Aiken, South Carolina",2020,7,27595,485.0
"Aiken, South Carolina",2020,8,63184,1423.0
"Aiken, South Carolina",2020,9,89662,2244.0
"Aiken, South Carolina",2020,10,145369,2646.0
"Aiken, South Carolina",2020,11,172213,2791.0
"Aiken, South Carolina",2020,12,241708,3573.0
"Aiken, South Carolina",2021,1,341575,4731.0
"Aiken, South Carolina",2021,2,281510,3732.0
"Aitkin, Minnesota",2020,4,14,0.0
"Aitkin, Minnesota",2020,5,111,0.0
"Aitkin, Minnesota",2020,6,376,0.0
"Aitkin, Minnesota",2020,7,585,0.0
"Aitkin, Minnesota",2020,8,1255,27.0
"Aitkin, Minnesota",2020,9,2039,30.0
"Aitkin, Minnesota",2020,10,4415,44.0
"Aitkin, Minnesota",2020,11,14902,441.0
"Aitkin, Minnesota",2020,12,28696,961.0
"Aitkin, Minnesota",2021,1,33324,1017.0
"Aitkin, Minnesota",2021,2,22941,660.0
"Alachua, Florida",2020,3,657,0.0
"Alachua, Florida",2020,4,5702,18.0
"Alachua, Florida",2020,5,10274,188.0
"Alachua, Florida",2020,6,18900,295.0
"Alachua, Florida",2020,7,74075,443.0
"Alachua, Florida",2020,8,140131,874.0
"Alachua, Florida",2020,9,202872,1288.0
"Alachua, Florida",2020,10,290024,2164.0
"Alachua, Florida",2020,11,353769,2643.0
"Alachua, Florida",2020,12,445187,3469.0
"Alachua, Florida",2021,1,572062,4618.0
"Alachua, Florida",2021,2,430507,3787.0
"Alamance, North Carolina",2020,3,43,0.0
"Alamance, North Carolina",2020,4,1410,7.0
"Alamance, North Carolina",2020,5,6474,320.0
"Alamance, North Carolina",2020,6,22378,908.0
"Alamance, North Carolina",2020,7,49751,1193.0
"Alamance, North Carolina",2020,8,82161,1323.0
"Alamance, North Carolina",2020,9,108463,1491.0
"Alamance, North Carolina",2020,10,144358,2036.0
"Alamance, North Carolina",2020,11,185491,2828.0
"Alamance, North Carolina",2020,12,273545,3479.0
"Alamance, North Carolina",2021,1,382570,4814.0
"Alamance, North Carolina",2021,2,294248,3843.0
"Alameda, California",2020,3,2787,39.0
"Alameda, California",2020,4,30470,988.0
"Alameda, California",2020,5,75140,2553.0
"Alameda, California",2020,6,136574,3458.0
"Alameda, California",2020,7,268879,4909.0
"Alameda, California",2020,8,463338,6785.0
"Alameda, California",2020,9,603932,10426.0
"Alameda, California",2020,10,700003,13729.0
"Alameda, California",2020,11,791089,14641.0
"Alameda, California",2020,12,1247644,17659.0
"Alameda, California",2021,1,1999687,24618.0
"Alameda, California",2021,2,1544276,21488.0
"Alamosa, Colorado",2020,3,5,0.0
"Alamosa, Colorado",2020,4,216,44.0
"Alamosa, Colorado",2020,5,1228,62.0
"Alamosa, Colorado",2020,6,3995,81.0
"Alamosa, Colorado",2020,7,6465,196.0
"Alamosa, Colorado",2020,8,7193,279.0
"Alamosa, Colorado",2020,9,7210,270.0
"Alamosa, Colorado",2020,10,8706,279.0
"Alamosa, Colorado",2020,11,13948,317.0
"Alamosa, Colorado",2020,12,25152,595.0
"Alamosa, Colorado",2021,1,32646,812.0
"Alamosa, Colorado",2021,2,24334,560.0
"Albany, New York",2020,3,2032,4.0
"Albany, New York",2020,4,17951,751.0
"Albany, New York",2020,5,48495,3598.0
"Albany, New York",2020,6,60476,4591.0
"Albany, New York",2020,7,71103,5058.0
"Albany, New York",2020,8,82050,3941.0
"Albany, New York",2020,9,88435,3679.0
"Albany, New York",2020,10,105304,3880.0
"Albany, New York",2020,11,139039,4056.0
"Albany, New York",2020,12,264960,5388.0
"Albany, New York",2021,1,481761,7718.0
"Albany, New York",2021,2,392930,6269.0
"Albany, Wyoming",2020,3,9,0.0
"Albany, Wyoming",2020,4,163,0.0
"Albany, Wyoming",2020,5,381,0.0
"Albany, Wyoming",2020,6,838,0.0
"Albany, Wyoming",2020,7,1793,0.0
"Albany, Wyoming",2020,8,3263,0.0
"Albany, Wyoming",2020,9,9390,0.0
"Albany, Wyoming",2020,10,31834,50.0
"Albany, Wyoming",2020,11,73131,223.0
"Albany, Wyoming",2020,12,103179,279.0
"Albany, Wyoming",2021,1,113067,319.0
"Albany, Wyoming",2021,2,76772,220.0
"Albemarle, Virginia",2020,3,100,0.0
"Albemarle, Virginia",2020,4,1623,33.0
"Albemarle, Virginia",2020,5,4222,157.0
"Albemarle, Virginia",2020,6,8879,240.0
"Albemarle, Virginia",2020,7,18135,305.0
"Albemarle, Virginia",2020,8,27767,492.0
"Albemarle, Virginia",2020,9,34699,594.0
"Albemarle, Virginia",2020,10,45588,702.0
"Albemarle, Virginia",2020,11,52130,761.0
"Albemarle, Virginia",2020,12,72916,886.0
"Albemarle, Virginia",2021,1,106396,1051.0
"Albemarle, Virginia",2021,2,83460,762.0
"Alcona, Michigan",2020,4,45,1.0
"Alcona, Michigan",2020,5,226,31.0
"Alcona, Michigan",2020,6,630,30.0
"Alcona, Michigan",2020,7,771,31.0
"Alcona, Michigan",2020,8,913,43.0
"Alcona, Michigan",2020,9,1212,60.0
"Alcona, Michigan",2020,10,1561,66.0
"Alcona, Michigan",2020,11,3155,90.0
"Alcona, Michigan",2020,12,9227,324.0
"Alcona, Michigan",2021,1,11788,598.0
"Alcona, Michigan",2021,2,8405,472.0
"Alcorn, Mississippi",2020,3,4,0.0
"Alcorn, Mississippi",2020,4,213,2.0
"Alcorn, Mississippi",2020,5,378,31.0
"Alcorn, Mississippi",2020,6,964,30.0
"Alcorn, Mississippi",2020,7,4896,66.0
"Alcorn, Mississippi",2020,8,14679,165.0
"Alcorn, Mississippi",2020,9,22232,277.0
"Alcorn, Mississippi",2020,10,29147,363.0
"Alcorn, Mississippi",2020,11,39796,614.0
"Alcorn, Mississippi",2020,12,57632,1094.0
"Alcorn, Mississippi",2021,1,79766,1554.0
"Alcorn, Mississippi",2021,2,57321,1184.0
"Aleutians East Borough, Alaska",2020,6,38,0.0
"Aleutians East Borough, Alaska",2020,7,73,0.0
"Aleutians East Borough, Alaska",2020,8,121,0.0
"Aleutians East Borough, Alaska",2020,9,303,0.0
"Aleutians East Borough, Alaska",2020,10,452,0.0
"Aleutians East Borough, Alaska",2020,11,668,0.0
"Aleutians East Borough, Alaska",2020,12,1220,0.0
"Aleutians East Borough, Alaska",2021,1,1550,0.0
"Aleutians East Borough, Alaska",2021,2,5836,2.0
"Aleutians West Census Area, Alaska",2020,6,101,0.0
"Aleutians West Census Area, Alaska",2020,7,1190,0.0
"Aleutians West Census Area, Alaska",2020,8,2765,0.0
"Aleutians West Census Area, Alaska",2020,9,2803,0.0
"Aleutians West Census Area, Alaska",2020,10,2997,0.0
"Aleutians West Census Area, Alaska",2020,11,3141,0.0
"Aleutians West Census Area, Alaska",2020,12,4886,0.0
"Aleutians West Census Area, Alaska",2021,1,7954,0.0
"Aleutians West Census Area, Alaska",2021,2,7937,0.0
"Alexander, Illinois",2020,4,32,0.0
"Alexander, Illinois",2020,5,217,0.0
"Alexander, Illinois",2020,6,515,0.0
"Alexander, Illinois",2020,7,871,0.0
"Alexander, Illinois",2020,8,1213,0.0
"Alexander, Illinois",2020,9,1891,28.0
"Alexander, Illinois",2020,10,3385,31.0
"Alexander, Illinois",2020,11,6304,60.0
"Alexander, Illinois",2020,12,9527,159.0
"Alexander, Illinois",2021,1,11821,223.0
"Alexander, Illinois",2021,2,8617,160.0
"Alexander, North Carolina",2020,3,3,0.0
"Alexander, North Carolina",2020,4,85,0.0
"Alexander, North Carolina",2020,5,546,0.0
"Alexander, North Carolina",2020,6,1686,1.0
"Alexander, North Carolina",2020,7,5822,43.0
"Alexander, North Carolina",2020,8,10336,62.0
"Alexander, North Carolina",2020,9,14240,132.0
"Alexander, North Carolina",2020,10,21365,266.0
"Alexander, North Carolina",2020,11,39134,392.0
"Alexander, North Carolina",2020,12,66296,713.0
"Alexander, North Carolina",2021,1,97956,1331.0
"Alexander, North Carolina",2021,2,73921,1317.0
"Alexandria city, Virginia",2020,3,182,0.0
"Alexandria city, Virginia",2020,4,9719,211.0
"Alexandria city, Virginia",2020,5,43886,1044.0
"Alexandria city, Virginia",2020,6,65008,1466.0
"Alexandria city, Virginia",2020,7,78462,1759.0
"Alexandria city, Virginia",2020,8,96190,1881.0
"Alexandria city, Virginia",2020,9,109013,1955.0
"Alexandria city, Virginia",2020,10,126655,2263.0
"Alexandria city, Virginia",2020,11,142557,2284.0
"Alexandria city, Virginia",2020,12,197315,2568.0
"Alexandria city, Virginia",2021,1,262752,2946.0
"Alexandria city, Virginia",2021,2,196630,2087.0
"Alfalfa, Oklahoma",2020,4,18,0.0
"Alfalfa, Oklahoma",2020,5,31,0.0
"Alfalfa, Oklahoma",2020,6,30,0.0
"Alfalfa, Oklahoma",2020,7,44,0.0
"Alfalfa, Oklahoma",2020,8,203,0.0
"Alfalfa, Oklahoma",2020,9,1224,0.0
"Alfalfa, Oklahoma",2020,10,3135,0.0
"Alfalfa, Oklahoma",2020,11,6896,0.0
"Alfalfa, Oklahoma",2020,12,21885,70.0
"Alfalfa, Oklahoma",2021,1,31575,146.0
"Alfalfa, Oklahoma",2021,2,22516,100.0
"Alger, Michigan",2020,6,39,0.0
"Alger, Michigan",2020,7,138,0.0
"Alger, Michigan",2020,8,443,0.0
"Alger, Michigan",2020,9,520,0.0
"Alger, Michigan",2020,10,2257,13.0
"Alger, Michigan",2020,11,5805,47.0
"Alger, Michigan",2020,12,12078,62.0
"Alger, Michigan",2021,1,15694,87.0
"Alger, Michigan",2021,2,11526,62.0
"Allamakee, Iowa",2020,3,84,5.0
"Allamakee, Iowa",2020,4,1084,61.0
"Allamakee, Iowa",2020,5,3441,120.0
"Allamakee, Iowa",2020,6,3635,120.0
"Allamakee, Iowa",2020,7,4287,124.0
"Allamakee, Iowa",2020,8,5016,124.0
"Allamakee, Iowa",2020,9,6794,160.0
"Allamakee, Iowa",2020,10,10058,246.0
"Allamakee, Iowa",2020,11,18632,294.0
"Allamakee, Iowa",2020,12,32155,545.0
"Allamakee, Iowa",2021,1,39268,866.0
"Allamakee, Iowa",2021,2,27230,797.0
"Allegan, Michigan",2020,3,16,0.0
"Allegan, Michigan",2020,4,1104,9.0
"Allegan, Michigan",2020,5,5267,111.0
"Allegan, Michigan",2020,6,8546,181.0
"Allegan, Michigan",2020,7,12523,218.0
"Allegan, Michigan",2020,8,17433,194.0
"Allegan, Michigan",2020,9,21324,203.0
"Allegan, Michigan",2020,10,32348,217.0
"Allegan, Michigan",2020,11,82489,495.0
"Allegan, Michigan",2020,12,157986,1531.0
"Allegan, Michigan",2021,1,199389,2777.0
"Allegan, Michigan",2021,2,142005,2246.0
"Allegany, Maryland",2020,4,1228,45.0
"Allegany, Maryland",2020,5,4795,406.0
"Allegany, Maryland",2020,6,5690,505.0
"Allegany, Maryland",2020,7,7130,554.0
"Allegany, Maryland",2020,8,10343,586.0
"Allegany, Maryland",2020,9,12925,656.0
"Allegany, Maryland",2020,10,17681,718.0
"Allegany, Maryland",2020,11,53615,1214.0
"Allegany, Maryland",2020,12,144878,3791.0
"Allegany, Maryland",2021,1,181691,5167.0
"Allegany, Maryland",2021,2,126369,3845.0
"Allegany, New York",2020,3,46,0.0
"Allegany, New York",2020,4,781,7.0
"Allegany, New York",2020,5,1272,0.0
"Allegany, New York",2020,6,1636,0.0
"Allegany, New York",2020,7,2127,0.0
"Allegany, New York",2020,8,2520,52.0
"Allegany, New York",2020,9,2898,62.0
"Allegany, New York",2020,10,6253,214.0
"Allegany, New York",2020,11,19786,1093.0
"Allegany, New York",2020,12,45035,2024.0
"Allegany, New York",2021,1,70218,2330.0
"Allegany, New York",2021,2,54267,1597.0
"Alleghany, North Carolina",2020,3,5,0.0
"Alleghany, North Carolina",2020,4,61,0.0
"Alleghany, North Carolina",2020,5,314,0.0
"Alleghany, North Carolina",2020,6,851,0.0
"Alleghany, North Carolina",2020,7,1494,0.0
"Alleghany, North Carolina",2020,8,5384,0.0
"Alleghany, North Carolina",2020,9,6519,0.0
"Alleghany, North Carolina",2020,10,8262,30.0
"Alleghany, North Carolina",2020,11,10789,30.0
"Alleghany, North Carolina",2020,12,15768,47.0
"Alleghany, North Carolina",2021,1,23435,87.0
"Alleghany, North Carolina",2021,2,17402,80.0
"Alleghany, Virginia",2020,3,3,0.0
"Alleghany, Virginia",2020,4,113,0.0
"Alleghany, Virginia",2020,5,297,20.0
"Alleghany, Virginia",2020,6,845,60.0
"Alleghany, Virginia",2020,7,1500,64.0
"Alleghany, Virginia",2020,8,1877,120.0
"Alleghany, Virginia",2020,9,2238,120.0
"Alleghany, Virginia",2020,10,2848,124.0
"Alleghany, Virginia",2020,11,7233,168.0
"Alleghany, Virginia",2020,12,16712,564.0
"Alleghany, Virginia",2021,1,30049,838.0
"Alleghany, Virginia",2021,2,23005,688.0
"Allegheny, Pennsylvania",2020,3,1732,19.0
"Allegheny, Pennsylvania",2020,4,27233,1178.0
"Allegheny, Pennsylvania",2020,5,49878,4241.0
"Allegheny, Pennsylvania",2020,6,64877,5247.0
"Allegheny, Pennsylvania",2020,7,173671,6420.0
"Allegheny, Pennsylvania",2020,8,289692,8821.0
"Allegheny, Pennsylvania",2020,9,341436,10917.0
"Allegheny, Pennsylvania",2020,10,431280,12567.0
"Allegheny, Pennsylvania",2020,11,628655,13978.0
"Allegheny, Pennsylvania",2020,12,1308188,23136.0
"Allegheny, Pennsylvania",2021,1,1955434,39934.0
"Allegheny, Pennsylvania",2021,2,1444061,32246.0
"Allen, Indiana",2020,3,193,19.0
"Allen, Indiana",2020,4,7454,583.0
"Allen, Indiana",2020,5,31643,2101.0
"Allen, Indiana",2020,6,66246,2864.0
"Allen, Indiana",2020,7,95648,4633.0
"Allen, Indiana",2020,8,132590,5496.0
"Allen, Indiana",2020,9,172716,6105.0
"Allen, Indiana",2020,10,238573,7131.0
"Allen, Indiana",2020,11,432575,8455.0
