county,year,month,cases,deaths
"Garfield, Montana",2020,9,475,0.0
"Garfield, Montana",2020,10,680,0.0
"Garfield, Montana",2020,11,1402,23.0
"Garfield, Montana",2020,12,2100,62.0
"Garfield, Montana",2021,1,2277,62.0
"Garfield, Montana",2021,2,1507,40.0
"Garfield, Nebraska",2020,6,26,0.0
"Garfield, Nebraska",2020,7,73,0.0
"Garfield, Nebraska",2020,8,150,0.0
"Garfield, Nebraska",2020,9,221,0.0
"Garfield, Nebraska",2020,10,576,0.0
"Garfield, Nebraska",2020,11,2188,20.0
"Garfield, Nebraska",2020,12,3687,121.0
"Garfield, Nebraska",2021,1,4148,93.0
"Garfield, Nebraska",2021,2,2845,60.0
"Garfield, Oklahoma",2020,3,6,0.0
"Garfield, Oklahoma",2020,4,255,21.0
"Garfield, Oklahoma",2020,5,713,31.0
"Garfield, Oklahoma",2020,6,1392,37.0
"Garfield, Oklahoma",2020,7,5070,73.0
"Garfield, Oklahoma",2020,8,19099,232.0
"Garfield, Oklahoma",2020,9,41112,503.0
"Garfield, Oklahoma",2020,10,66897,743.0
"Garfield, Oklahoma",2020,11,93567,969.0
"Garfield, Oklahoma",2020,12,146649,1234.0
"Garfield, Oklahoma",2021,1,192658,1579.0
"Garfield, Oklahoma",2021,2,145432,1299.0
"Garfield, Utah",2020,3,4,0.0
"Garfield, Utah",2020,4,38,0.0
"Garfield, Utah",2020,5,93,0.0
"Garfield, Utah",2020,6,192,0.0
"Garfield, Utah",2020,7,767,34.0
"Garfield, Utah",2020,8,1492,62.0
"Garfield, Utah",2020,9,1400,60.0
"Garfield, Utah",2020,10,2447,98.0
"Garfield, Utah",2020,11,5242,165.0
"Garfield, Utah",2020,12,8324,206.0
"Garfield, Utah",2021,1,11420,244.0
"Garfield, Utah",2021,2,8034,180.0
"Garfield, Washington",2020,7,38,0.0
"Garfield, Washington",2020,8,108,0.0
"Garfield, Washington",2020,9,259,0.0
"Garfield, Washington",2020,10,449,0.0
"Garfield, Washington",2020,11,1374,0.0
"Garfield, Washington",2020,12,2195,18.0
"Garfield, Washington",2021,1,3109,100.0
"Garfield, Washington",2021,2,2208,80.0
"Garland, Arkansas",2020,3,217,0.0
"Garland, Arkansas",2020,4,2596,0.0
"Garland, Arkansas",2020,5,3913,26.0
"Garland, Arkansas",2020,6,5144,30.0
"Garland, Arkansas",2020,7,14075,120.0
"Garland, Arkansas",2020,8,35858,568.0
"Garland, Arkansas",2020,9,50332,1256.0
"Garland, Arkansas",2020,10,69485,1836.0
"Garland, Arkansas",2020,11,96361,2685.0
"Garland, Arkansas",2020,12,148537,4013.0
"Garland, Arkansas",2021,1,225810,5599.0
"Garland, Arkansas",2021,2,181938,4388.0
"Garrard, Kentucky",2020,4,29,0.0
"Garrard, Kentucky",2020,5,112,0.0
"Garrard, Kentucky",2020,6,352,0.0
"Garrard, Kentucky",2020,7,1331,0.0
"Garrard, Kentucky",2020,8,2821,23.0
"Garrard, Kentucky",2020,9,4277,82.0
"Garrard, Kentucky",2020,10,7623,99.0
"Garrard, Kentucky",2020,11,13683,120.0
"Garrard, Kentucky",2020,12,25161,124.0
"Garrard, Kentucky",2021,1,34960,124.0
"Garrard, Kentucky",2021,2,26631,123.0
"Garrett, Maryland",2020,3,27,0.0
"Garrett, Maryland",2020,4,115,0.0
"Garrett, Maryland",2020,5,207,0.0
"Garrett, Maryland",2020,6,303,2.0
"Garrett, Maryland",2020,7,892,0.0
"Garrett, Maryland",2020,8,1703,0.0
"Garrett, Maryland",2020,9,2063,21.0
"Garrett, Maryland",2020,10,3127,31.0
"Garrett, Maryland",2020,11,10958,63.0
"Garrett, Maryland",2020,12,36849,807.0
"Garrett, Maryland",2021,1,51752,1724.0
"Garrett, Maryland",2021,2,36433,1163.0
"Garvin, Oklahoma",2020,3,33,0.0
"Garvin, Oklahoma",2020,4,330,2.0
"Garvin, Oklahoma",2020,5,466,31.0
"Garvin, Oklahoma",2020,6,1073,30.0
"Garvin, Oklahoma",2020,7,4180,85.0
"Garvin, Oklahoma",2020,8,7412,124.0
"Garvin, Oklahoma",2020,9,9551,129.0
"Garvin, Oklahoma",2020,10,17013,175.0
"Garvin, Oklahoma",2020,11,35920,291.0
"Garvin, Oklahoma",2020,12,59860,550.0
"Garvin, Oklahoma",2021,1,88276,710.0
"Garvin, Oklahoma",2021,2,67074,782.0
"Garza, Texas",2020,4,1,0.0
"Garza, Texas",2020,5,120,0.0
"Garza, Texas",2020,6,222,0.0
"Garza, Texas",2020,7,1567,27.0
"Garza, Texas",2020,8,3107,88.0
"Garza, Texas",2020,9,3085,114.0
"Garza, Texas",2020,10,3570,155.0
"Garza, Texas",2020,11,4532,343.0
"Garza, Texas",2020,12,6742,482.0
"Garza, Texas",2021,1,8694,545.0
"Garza, Texas",2021,2,6728,369.0
"Gasconade, Missouri",2020,4,57,0.0
"Gasconade, Missouri",2020,5,63,0.0
"Gasconade, Missouri",2020,6,125,0.0
"Gasconade, Missouri",2020,7,456,0.0
"Gasconade, Missouri",2020,8,1258,13.0
"Gasconade, Missouri",2020,9,4078,322.0
"Gasconade, Missouri",2020,10,6541,728.0
"Gasconade, Missouri",2020,11,11355,720.0
"Gasconade, Missouri",2020,12,18226,847.0
"Gasconade, Missouri",2021,1,24025,963.0
"Gasconade, Missouri",2021,2,17183,711.0
"Gaston, North Carolina",2020,3,122,0.0
"Gaston, North Carolina",2020,4,2742,76.0
"Gaston, North Carolina",2020,5,6187,164.0
"Gaston, North Carolina",2020,6,17862,267.0
"Gaston, North Carolina",2020,7,63307,577.0
"Gaston, North Carolina",2020,8,110174,1689.0
"Gaston, North Carolina",2020,9,140032,2188.0
"Gaston, North Carolina",2020,10,200769,3195.0
"Gaston, North Carolina",2020,11,269017,4859.0
"Gaston, North Carolina",2020,12,398483,6437.0
"Gaston, North Carolina",2021,1,586952,8664.0
"Gaston, North Carolina",2021,2,448508,7014.0
"Gates, North Carolina",2020,4,120,0.0
"Gates, North Carolina",2020,5,456,10.0
"Gates, North Carolina",2020,6,739,45.0
"Gates, North Carolina",2020,7,979,62.0
"Gates, North Carolina",2020,8,1826,65.0
"Gates, North Carolina",2020,9,3454,90.0
"Gates, North Carolina",2020,10,4918,93.0
"Gates, North Carolina",2020,11,5622,131.0
"Gates, North Carolina",2020,12,9073,315.0
"Gates, North Carolina",2021,1,14065,372.0
"Gates, North Carolina",2021,2,12037,240.0
"Geary, Kansas",2020,4,221,0.0
"Geary, Kansas",2020,5,482,0.0
"Geary, Kansas",2020,6,925,29.0
"Geary, Kansas",2020,7,4053,31.0
"Geary, Kansas",2020,8,6958,46.0
"Geary, Kansas",2020,9,11153,60.0
"Geary, Kansas",2020,10,15593,116.0
"Geary, Kansas",2020,11,22233,134.0
"Geary, Kansas",2020,12,44217,262.0
"Geary, Kansas",2021,1,72344,613.0
"Geary, Kansas",2021,2,57102,465.0
"Geauga, Ohio",2020,3,113,0.0
"Geauga, Ohio",2020,4,2555,157.0
"Geauga, Ohio",2020,5,6754,725.0
"Geauga, Ohio",2020,6,10186,1094.0
"Geauga, Ohio",2020,7,13989,1323.0
"Geauga, Ohio",2020,8,17740,1395.0
"Geauga, Ohio",2020,9,20609,1410.0
"Geauga, Ohio",2020,10,25449,1542.0
"Geauga, Ohio",2020,11,47620,1525.0
"Geauga, Ohio",2020,12,103383,1585.0
"Geauga, Ohio",2021,1,147805,1695.0
"Geauga, Ohio",2021,2,114192,1754.0
"Gem, Idaho",2020,3,12,0.0
"Gem, Idaho",2020,4,285,0.0
"Gem, Idaho",2020,5,490,0.0
"Gem, Idaho",2020,6,547,0.0
"Gem, Idaho",2020,7,2560,0.0
"Gem, Idaho",2020,8,5848,39.0
"Gem, Idaho",2020,9,8091,62.0
"Gem, Idaho",2020,10,11904,144.0
"Gem, Idaho",2020,11,19826,166.0
"Gem, Idaho",2020,12,38959,407.0
"Gem, Idaho",2021,1,47895,760.0
"Gem, Idaho",2021,2,33441,579.0
"Genesee, Michigan",2020,3,852,29.0
"Genesee, Michigan",2020,4,31095,2791.0
"Genesee, Michigan",2020,5,56855,7059.0
"Genesee, Michigan",2020,6,76007,8378.0
"Genesee, Michigan",2020,7,94431,9034.0
"Genesee, Michigan",2020,8,116139,9265.0
"Genesee, Michigan",2020,9,127259,9205.0
"Genesee, Michigan",2020,10,180840,9978.0
"Genesee, Michigan",2020,11,325831,11370.0
"Genesee, Michigan",2020,12,591593,16092.0
"Genesee, Michigan",2021,1,720810,20864.0
"Genesee, Michigan",2021,2,495723,14754.0
"Genesee, New York",2020,3,52,0.0
"Genesee, New York",2020,4,2540,38.0
"Genesee, New York",2020,5,5535,107.0
"Genesee, New York",2020,6,6526,177.0
"Genesee, New York",2020,7,7844,186.0
"Genesee, New York",2020,8,8800,186.0
"Genesee, New York",2020,9,9297,180.0
"Genesee, New York",2020,10,11385,186.0
"Genesee, New York",2020,11,19407,204.0
"Genesee, New York",2020,12,56253,802.0
"Genesee, New York",2021,1,108486,2727.0
"Genesee, New York",2021,2,83046,2291.0
"Geneva, Alabama",2020,4,91,0.0
"Geneva, Alabama",2020,5,704,0.0
"Geneva, Alabama",2020,6,1486,0.0
"Geneva, Alabama",2020,7,4057,12.0
"Geneva, Alabama",2020,8,10049,80.0
"Geneva, Alabama",2020,9,16096,122.0
"Geneva, Alabama",2020,10,25514,204.0
"Geneva, Alabama",2020,11,33086,237.0
"Geneva, Alabama",2020,12,44898,455.0
"Geneva, Alabama",2021,1,61513,1082.0
"Geneva, Alabama",2021,2,46617,1224.0
"Gentry, Missouri",2020,4,25,0.0
"Gentry, Missouri",2020,5,230,3.0
"Gentry, Missouri",2020,6,1577,198.0
"Gentry, Missouri",2020,7,2120,279.0
"Gentry, Missouri",2020,8,2674,279.0
"Gentry, Missouri",2020,9,3322,270.0
"Gentry, Missouri",2020,10,5015,302.0
"Gentry, Missouri",2020,11,9440,321.0
"Gentry, Missouri",2020,12,16397,452.0
"Gentry, Missouri",2021,1,20808,528.0
"Gentry, Missouri",2021,2,14560,390.0
"George, Mississippi",2020,3,17,0.0
"George, Mississippi",2020,4,247,13.0
"George, Mississippi",2020,5,542,31.0
"George, Mississippi",2020,6,1279,65.0
"George, Mississippi",2020,7,5510,108.0
"George, Mississippi",2020,8,19247,271.0
"George, Mississippi",2020,9,22132,390.0
"George, Mississippi",2020,10,28502,513.0
"George, Mississippi",2020,11,34613,666.0
"George, Mississippi",2020,12,47312,944.0
"George, Mississippi",2021,1,60435,1187.0
"George, Mississippi",2021,2,44494,873.0
"Georgetown, South Carolina",2020,3,52,0.0
"Georgetown, South Carolina",2020,4,908,45.0
"Georgetown, South Carolina",2020,5,1717,93.0
"Georgetown, South Carolina",2020,6,6289,90.0
"Georgetown, South Carolina",2020,7,27343,316.0
"Georgetown, South Carolina",2020,8,47501,843.0
"Georgetown, South Carolina",2020,9,54981,1258.0
"Georgetown, South Carolina",2020,10,65918,1490.0
"Georgetown, South Carolina",2020,11,78059,1858.0
"Georgetown, South Carolina",2020,12,101943,2216.0
"Georgetown, South Carolina",2021,1,148291,3140.0
"Georgetown, South Carolina",2021,2,116245,2604.0
"Gibson, Indiana",2020,3,26,0.0
"Gibson, Indiana",2020,4,142,0.0
"Gibson, Indiana",2020,5,317,20.0
"Gibson, Indiana",2020,6,737,60.0
"Gibson, Indiana",2020,7,4176,65.0
"Gibson, Indiana",2020,8,7886,123.0
"Gibson, Indiana",2020,9,12802,126.0
"Gibson, Indiana",2020,10,24584,293.0
"Gibson, Indiana",2020,11,44721,558.0
"Gibson, Indiana",2020,12,81368,1392.0
"Gibson, Indiana",2021,1,108625,1826.0
"Gibson, Indiana",2021,2,78995,1587.0
"Gibson, Tennessee",2020,3,26,0.0
"Gibson, Tennessee",2020,4,728,9.0
"Gibson, Tennessee",2020,5,1757,31.0
"Gibson, Tennessee",2020,6,2184,30.0
"Gibson, Tennessee",2020,7,8356,32.0
"Gibson, Tennessee",2020,8,25797,269.0
"Gibson, Tennessee",2020,9,42453,580.0
"Gibson, Tennessee",2020,10,62378,1099.0
"Gibson, Tennessee",2020,11,81527,1725.0
"Gibson, Tennessee",2020,12,129783,2471.0
"Gibson, Tennessee",2021,1,171934,3356.0
"Gibson, Tennessee",2021,2,120529,2656.0
"Gila, Arizona",2020,3,4,0.0
"Gila, Arizona",2020,4,184,0.0
"Gila, Arizona",2020,5,649,30.0
"Gila, Arizona",2020,6,3567,104.0
"Gila, Arizona",2020,7,16100,469.0
"Gila, Arizona",2020,8,30634,1251.0
"Gila, Arizona",2020,9,36067,1547.0
"Gila, Arizona",2020,10,51779,1989.0
"Gila, Arizona",2020,11,72649,2417.0
"Gila, Arizona",2020,12,117228,3537.0
"Gila, Arizona",2021,1,164962,5076.0
"Gila, Arizona",2021,2,124175,4035.0
"Gilchrist, Florida",2020,4,95,0.0
"Gilchrist, Florida",2020,5,252,0.0
"Gilchrist, Florida",2020,6,1563,0.0
"Gilchrist, Florida",2020,7,6233,10.0
"Gilchrist, Florida",2020,8,12328,206.0
"Gilchrist, Florida",2020,9,14768,341.0
"Gilchrist, Florida",2020,10,17223,520.0
"Gilchrist, Florida",2020,11,20412,570.0
"Gilchrist, Florida",2020,12,27570,635.0
"Gilchrist, Florida",2021,1,34824,832.0
"Gilchrist, Florida",2021,2,25821,577.0
"Giles, Tennessee",2020,3,4,0.0
"Giles, Tennessee",2020,4,134,0.0
"Giles, Tennessee",2020,5,317,0.0
"Giles, Tennessee",2020,6,784,2.0
"Giles, Tennessee",2020,7,5114,85.0
"Giles, Tennessee",2020,8,12475,402.0
"Giles, Tennessee",2020,9,16134,484.0
"Giles, Tennessee",2020,10,26456,916.0
"Giles, Tennessee",2020,11,37508,1235.0
"Giles, Tennessee",2020,12,63539,1699.0
"Giles, Tennessee",2021,1,97605,2189.0
"Giles, Tennessee",2021,2,71020,1806.0
"Giles, Virginia",2020,4,86,0.0
"Giles, Virginia",2020,5,159,0.0
"Giles, Virginia",2020,6,202,0.0
"Giles, Virginia",2020,7,569,0.0
"Giles, Virginia",2020,8,946,0.0
"Giles, Virginia",2020,9,2176,0.0
"Giles, Virginia",2020,10,3433,0.0
"Giles, Virginia",2020,11,6224,0.0
"Giles, Virginia",2020,12,13714,46.0
"Giles, Virginia",2021,1,24833,159.0
"Giles, Virginia",2021,2,19758,160.0
"Gillespie, Texas",2020,4,56,0.0
"Gillespie, Texas",2020,5,133,0.0
"Gillespie, Texas",2020,6,432,0.0
"Gillespie, Texas",2020,7,3021,10.0
"Gillespie, Texas",2020,8,5742,177.0
"Gillespie, Texas",2020,9,7264,273.0
"Gillespie, Texas",2020,10,10685,310.0
"Gillespie, Texas",2020,11,13077,304.0
"Gillespie, Texas",2020,12,33833,449.0
"Gillespie, Texas",2021,1,56694,966.0
"Gillespie, Texas",2021,2,45205,889.0
"Gilliam, Oregon",2020,7,56,0.0
"Gilliam, Oregon",2020,8,124,0.0
"Gilliam, Oregon",2020,9,181,0.0
"Gilliam, Oregon",2020,10,320,0.0
"Gilliam, Oregon",2020,11,577,0.0
"Gilliam, Oregon",2020,12,898,25.0
"Gilliam, Oregon",2021,1,1475,31.0
"Gilliam, Oregon",2021,2,1060,20.0
"Gilmer, Georgia",2020,3,2,0.0
"Gilmer, Georgia",2020,4,539,0.0
"Gilmer, Georgia",2020,5,3427,2.0
"Gilmer, Georgia",2020,6,5116,44.0
"Gilmer, Georgia",2020,7,9763,72.0
"Gilmer, Georgia",2020,8,20379,136.0
"Gilmer, Georgia",2020,9,23631,312.0
"Gilmer, Georgia",2020,10,31195,545.0
"Gilmer, Georgia",2020,11,36327,868.0
"Gilmer, Georgia",2020,12,48427,1053.0
"Gilmer, Georgia",2021,1,68633,1299.0
"Gilmer, Georgia",2021,2,53512,1200.0
"Gilmer, West Virginia",2020,4,11,0.0
"Gilmer, West Virginia",2020,5,227,0.0
"Gilmer, West Virginia",2020,6,312,0.0
"Gilmer, West Virginia",2020,7,415,0.0
"Gilmer, West Virginia",2020,8,536,0.0
"Gilmer, West Virginia",2020,9,807,0.0
"Gilmer, West Virginia",2020,10,1783,0.0
"Gilmer, West Virginia",2020,11,4579,0.0
"Gilmer, West Virginia",2020,12,8635,13.0
"Gilmer, West Virginia",2021,1,15838,136.0
"Gilmer, West Virginia",2021,2,13250,135.0
"Gilpin, Colorado",2020,4,22,0.0
"Gilpin, Colorado",2020,5,74,0.0
"Gilpin, Colorado",2020,6,168,0.0
"Gilpin, Colorado",2020,7,322,0.0
"Gilpin, Colorado",2020,8,516,0.0
"Gilpin, Colorado",2020,9,542,0.0
"Gilpin, Colorado",2020,10,718,0.0
"Gilpin, Colorado",2020,11,1814,0.0
"Gilpin, Colorado",2020,12,3341,31.0
"Gilpin, Colorado",2021,1,4268,55.0
"Gilpin, Colorado",2021,2,3156,60.0
"Glacier, Montana",2020,4,101,0.0
"Glacier, Montana",2020,5,186,0.0
"Glacier, Montana",2020,6,216,0.0
"Glacier, Montana",2020,7,1051,8.0
"Glacier, Montana",2020,8,2845,31.0
"Glacier, Montana",2020,9,5814,30.0
"Glacier, Montana",2020,10,22251,154.0
"Glacier, Montana",2020,11,33409,529.0
"Glacier, Montana",2020,12,38753,676.0
"Glacier, Montana",2021,1,42971,775.0
"Glacier, Montana",2021,2,29952,580.0
"Glades, Florida",2020,3,7,1.0
"Glades, Florida",2020,4,139,30.0
"Glades, Florida",2020,5,417,31.0
"Glades, Florida",2020,6,3441,30.0
"Glades, Florida",2020,7,7979,50.0
"Glades, Florida",2020,8,13089,93.0
"Glades, Florida",2020,9,14704,118.0
"Glades, Florida",2020,10,18001,170.0
"Glades, Florida",2020,11,19184,221.0
"Glades, Florida",2020,12,22525,333.0
"Glades, Florida",2021,1,25649,365.0
"Glades, Florida",2021,2,17553,279.0
"Gladwin, Michigan",2020,3,20,0.0
"Gladwin, Michigan",2020,4,213,11.0
"Gladwin, Michigan",2020,5,518,31.0
"Gladwin, Michigan",2020,6,652,30.0
"Gladwin, Michigan",2020,7,969,42.0
"Gladwin, Michigan",2020,8,2036,62.0
"Gladwin, Michigan",2020,9,2634,60.0
"Gladwin, Michigan",2020,10,4859,62.0
"Gladwin, Michigan",2020,11,15146,187.0
"Gladwin, Michigan",2020,12,32553,648.0
"Gladwin, Michigan",2021,1,41134,1144.0
"Gladwin, Michigan",2021,2,29022,841.0
"Glascock, Georgia",2020,5,25,0.0
"Glascock, Georgia",2020,6,72,0.0
"Glascock, Georgia",2020,7,471,0.0
"Glascock, Georgia",2020,8,877,31.0
"Glascock, Georgia",2020,9,1100,60.0
"Glascock, Georgia",2020,10,1578,62.0
"Glascock, Georgia",2020,11,2212,60.0
"Glascock, Georgia",2020,12,3899,80.0
"Glascock, Georgia",2021,1,6319,226.0
"Glascock, Georgia",2021,2,4784,269.0
"Glasscock, Texas",2020,4,1,0.0
"Glasscock, Texas",2020,5,31,0.0
"Glasscock, Texas",2020,6,89,0.0
"Glasscock, Texas",2020,7,179,0.0
"Glasscock, Texas",2020,8,186,0.0
"Glasscock, Texas",2020,9,212,0.0
"Glasscock, Texas",2020,10,338,0.0
"Glasscock, Texas",2020,11,723,0.0
"Glasscock, Texas",2020,12,2099,29.0
"Glasscock, Texas",2021,1,2977,36.0
"Glasscock, Texas",2021,2,1991,40.0
"Glenn, California",2020,3,6,0.0
"Glenn, California",2020,4,107,0.0
"Glenn, California",2020,5,293,0.0
"Glenn, California",2020,6,1298,0.0
"Glenn, California",2020,7,6007,8.0
"Glenn, California",2020,8,11905,84.0
"Glenn, California",2020,9,15672,90.0
"Glenn, California",2020,10,19548,93.0
"Glenn, California",2020,11,23435,160.0
"Glenn, California",2020,12,37610,376.0
"Glenn, California",2021,1,56609,581.0
"Glenn, California",2021,2,42986,460.0
"Gloucester, New Jersey",2020,3,478,6.0
"Gloucester, New Jersey",2020,4,19166,542.0
"Gloucester, New Jersey",2020,5,56227,3218.0
"Gloucester, New Jersey",2020,6,72496,4904.0
"Gloucester, New Jersey",2020,7,87224,6063.0
"Gloucester, New Jersey",2020,8,105543,6667.0
"Gloucester, New Jersey",2020,9,124518,6725.0
"Gloucester, New Jersey",2020,10,159111,7329.0
"Gloucester, New Jersey",2020,11,216010,7804.0
"Gloucester, New Jersey",2020,12,366833,10314.0
"Gloucester, New Jersey",2021,1,587723,13928.0
"Gloucester, New Jersey",2021,2,456725,10282.0
"Gloucester, Virginia",2020,3,43,0.0
"Gloucester, Virginia",2020,4,541,10.0
"Gloucester, Virginia",2020,5,871,31.0
"Gloucester, Virginia",2020,6,1148,30.0
"Gloucester, Virginia",2020,7,2727,34.0
"Gloucester, Virginia",2020,8,5365,62.0
"Gloucester, Virginia",2020,9,6718,60.0
"Gloucester, Virginia",2020,10,9659,80.0
"Gloucester, Virginia",2020,11,11745,90.0
"Gloucester, Virginia",2020,12,20920,178.0
"Gloucester, Virginia",2021,1,36749,463.0
"Gloucester, Virginia",2021,2,33607,571.0
"Glynn, Georgia",2020,3,86,0.0
"Glynn, Georgia",2020,4,1222,8.0
"Glynn, Georgia",2020,5,2485,31.0
"Glynn, Georgia",2020,6,8332,82.0
"Glynn, Georgia",2020,7,51691,391.0
"Glynn, Georgia",2020,8,83612,1689.0
"Glynn, Georgia",2020,9,99696,2625.0
"Glynn, Georgia",2020,10,113670,3106.0
"Glynn, Georgia",2020,11,123094,3449.0
"Glynn, Georgia",2020,12,147367,3992.0
"Glynn, Georgia",2021,1,188076,4379.0
"Glynn, Georgia",2021,2,143979,3072.0
"Gogebic, Michigan",2020,3,7,6.0
"Gogebic, Michigan",2020,4,110,30.0
"Gogebic, Michigan",2020,5,140,31.0
"Gogebic, Michigan",2020,6,167,30.0
"Gogebic, Michigan",2020,7,956,31.0
"Gogebic, Michigan",2020,8,3961,31.0
"Gogebic, Michigan",2020,9,4568,35.0
"Gogebic, Michigan",2020,10,8388,112.0
"Gogebic, Michigan",2020,11,19116,560.0
"Gogebic, Michigan",2020,12,29260,932.0
"Gogebic, Michigan",2021,1,33464,1254.0
"Gogebic, Michigan",2021,2,24393,911.0
"Golden Valley, Montana",2020,4,48,0.0
"Golden Valley, Montana",2020,5,93,0.0
"Golden Valley, Montana",2020,6,90,0.0
"Golden Valley, Montana",2020,7,93,0.0
"Golden Valley, Montana",2020,8,93,0.0
"Golden Valley, Montana",2020,9,100,0.0
"Golden Valley, Montana",2020,10,272,0.0
"Golden Valley, Montana",2020,11,606,0.0
"Golden Valley, Montana",2020,12,1048,0.0
"Golden Valley, Montana",2021,1,1486,18.0
"Golden Valley, Montana",2021,2,1020,40.0
"Golden Valley, North Dakota",2020,7,50,0.0
"Golden Valley, North Dakota",2020,8,443,0.0
"Golden Valley, North Dakota",2020,9,1219,0.0
"Golden Valley, North Dakota",2020,10,2909,0.0
"Golden Valley, North Dakota",2020,11,4170,0.0
"Golden Valley, North Dakota",2020,12,5751,0.0
"Golden Valley, North Dakota",2021,1,7028,34.0
"Golden Valley, North Dakota",2021,2,4836,48.0
"Goliad, Texas",2020,4,129,0.0
"Goliad, Texas",2020,5,217,0.0
"Goliad, Texas",2020,6,234,0.0
"Goliad, Texas",2020,7,1196,16.0
"Goliad, Texas",2020,8,3262,159.0
"Goliad, Texas",2020,9,4190,180.0
"Goliad, Texas",2020,10,4901,186.0
"Goliad, Texas",2020,11,5158,180.0
"Goliad, Texas",2020,12,7258,214.0
"Goliad, Texas",2021,1,9469,267.0
"Goliad, Texas",2021,2,7931,232.0
"Gonzales, Texas",2020,4,129,9.0
"Gonzales, Texas",2020,5,2177,62.0
"Gonzales, Texas",2020,6,5557,108.0
"Gonzales, Texas",2020,7,13085,152.0
"Gonzales, Texas",2020,8,22479,325.0
"Gonzales, Texas",2020,9,26981,452.0
"Gonzales, Texas",2020,10,33845,584.0
"Gonzales, Texas",2020,11,35532,650.0
"Gonzales, Texas",2020,12,45480,753.0
"Gonzales, Texas",2021,1,60638,888.0
"Gonzales, Texas",2021,2,48768,872.0
"Goochland, Virginia",2020,3,45,0.0
"Goochland, Virginia",2020,4,1290,39.0
"Goochland, Virginia",2020,5,2675,160.0
"Goochland, Virginia",2020,6,3365,180.0
"Goochland, Virginia",2020,7,4208,190.0
"Goochland, Virginia",2020,8,5464,217.0
"Goochland, Virginia",2020,9,7435,210.0
"Goochland, Virginia",2020,10,9496,217.0
"Goochland, Virginia",2020,11,11444,210.0
"Goochland, Virginia",2020,12,16383,217.0
"Goochland, Virginia",2021,1,25704,220.0
"Goochland, Virginia",2021,2,22575,160.0
"Goodhue, Minnesota",2020,3,14,0.0
"Goodhue, Minnesota",2020,4,460,0.0
"Goodhue, Minnesota",2020,5,1150,27.0
"Goodhue, Minnesota",2020,6,2818,204.0
"Goodhue, Minnesota",2020,7,4494,248.0
"Goodhue, Minnesota",2020,8,6700,272.0
"Goodhue, Minnesota",2020,9,9413,270.0
"Goodhue, Minnesota",2020,10,15696,324.0
"Goodhue, Minnesota",2020,11,40563,629.0
"Goodhue, Minnesota",2020,12,82519,1120.0
"Goodhue, Minnesota",2021,1,105760,1747.0
"Goodhue, Minnesota",2021,2,74986,1295.0
"Gooding, Idaho",2020,4,183,0.0
"Gooding, Idaho",2020,5,833,0.0
"Gooding, Idaho",2020,6,1754,14.0
"Gooding, Idaho",2020,7,2876,0.0
"Gooding, Idaho",2020,8,5658,0.0
"Gooding, Idaho",2020,9,7788,0.0
"Gooding, Idaho",2020,10,13729,79.0
"Gooding, Idaho",2020,11,24781,243.0
"Gooding, Idaho",2020,12,33533,418.0
"Gooding, Idaho",2021,1,37230,617.0
"Gooding, Idaho",2021,2,24980,455.0
"Gordon, Georgia",2020,3,130,8.0
"Gordon, Georgia",2020,4,1530,169.0
"Gordon, Georgia",2020,5,4031,456.0
"Gordon, Georgia",2020,6,7833,520.0
"Gordon, Georgia",2020,7,19704,600.0
"Gordon, Georgia",2020,8,40367,765.0
"Gordon, Georgia",2020,9,51343,1024.0
"Gordon, Georgia",2020,10,67984,1288.0
"Gordon, Georgia",2020,11,92626,1685.0
"Gordon, Georgia",2020,12,129785,1885.0
"Gordon, Georgia",2021,1,176444,2300.0
"Gordon, Georgia",2021,2,136359,1824.0
"Goshen, Wyoming",2020,3,5,0.0
"Goshen, Wyoming",2020,4,104,0.0
"Goshen, Wyoming",2020,5,148,0.0
"Goshen, Wyoming",2020,6,150,0.0
"Goshen, Wyoming",2020,7,307,0.0
"Goshen, Wyoming",2020,8,1164,15.0
"Goshen, Wyoming",2020,9,2277,44.0
"Goshen, Wyoming",2020,10,4210,81.0
"Goshen, Wyoming",2020,11,12597,202.0
"Goshen, Wyoming",2020,12,28153,381.0
"Goshen, Wyoming",2021,1,33121,580.0
"Goshen, Wyoming",2021,2,22583,431.0
"Gosper, Nebraska",2020,3,4,0.0
"Gosper, Nebraska",2020,4,115,0.0
"Gosper, Nebraska",2020,5,387,0.0
"Gosper, Nebraska",2020,6,390,0.0
"Gosper, Nebraska",2020,7,409,0.0
"Gosper, Nebraska",2020,8,641,0.0
"Gosper, Nebraska",2020,9,904,0.0
"Gosper, Nebraska",2020,10,1633,0.0
"Gosper, Nebraska",2020,11,2721,14.0
"Gosper, Nebraska",2020,12,4251,39.0
"Gosper, Nebraska",2021,1,5275,119.0
"Gosper, Nebraska",2021,2,3561,80.0
"Gove, Kansas",2020,3,5,0.0
"Gove, Kansas",2020,4,30,0.0
"Gove, Kansas",2020,5,31,0.0
"Gove, Kansas",2020,6,30,0.0
"Gove, Kansas",2020,7,68,0.0
"Gove, Kansas",2020,8,174,0.0
"Gove, Kansas",2020,9,753,0.0
"Gove, Kansas",2020,10,4394,186.0
"Gove, Kansas",2020,11,7610,557.0
"Gove, Kansas",2020,12,9892,620.0
"Gove, Kansas",2021,1,10889,676.0
"Gove, Kansas",2021,2,7482,440.0
