county,TotalPop,PorPop,IncomePerCap,NewPoverty
"Jones County, Mississippi",68328,1493759.1,20797.923076923078,21.861595539164032
"Jones County, North Carolina",9776,258115.2,21075.666666666668,26.402945990180033
"Jones County, South Dakota",740,7992.000000000001,26526.0,10.8
"Jones County, Texas",19969,208189.3,22157.333333333332,10.425624718313385
"Josephine County, Oregon",84514,1575879.8,24179.0625,18.646375748396714
"Juab County, Utah",10694,136810.8,20471.0,12.793229848513183
"Juana Díaz Municipio, Puerto Rico",47952,2288940.0,10052.083333333334,47.73398398398398
"Judith Basin County, Montana",1965,27313.5,28709.0,13.9
"Juncos Municipio, Puerto Rico",39704,2025204.1,9107.0,51.00755843239976
"Juneau City and Borough, Alaska",32434,242356.8,42391.333333333336,7.4723068385028055
"Juneau County, Wisconsin",26427,375923.3,24608.0,14.224970673931963
"Juniata County, Pennsylvania",24448,319744.0,23548.2,13.078534031413612
"Kalamazoo County, Michigan",259830,4554453.3,28354.56140350877,17.528589077473733
"Kalawao County, Hawaii",86,1092.2,46024.0,12.700000000000001
"Kalkaska County, Michigan",17358,321193.9,23001.4,18.504084571955296
"Kanabec County, Minnesota",15948,184712.09999999998,26290.5,11.582148231753196
"Kanawha County, West Virginia",187827,3099523.2,27547.188679245282,16.502010893002605
"Kandiyohi County, Minnesota",42577,483793.5,29470.166666666668,11.362789769124175
"Kane County, Illinois",529402,5533870.2,32113.5,10.453058734194432
"Kane County, Utah",7246,80403.8,24321.0,11.096301407673199
"Kankakee County, Illinois",110801,1699207.1,25134.48275862069,15.335665743088962
"Karnes County, Texas",15051,298313.9,30593.75,19.820204637565613
"Kauai County, Hawaii",71093,648741.4,30364.53846153846,9.125250024615644
"Kaufman County, Texas",114852,1435718.2,25243.38888888889,12.50059380768293
"Kay County, Oklahoma",45173,796747.7,24002.545454545456,17.637697297057976
"Kearney County, Nebraska",6547,61491.4,30890.5,9.392301817626395
"Kearny County, Kansas",3931,51889.2,24232.0,13.2
"Keith County, Nebraska",8129,106088.0,26876.333333333332,13.050559724443351
"Kemper County, Mississippi",10082,335729.8,16052.5,33.299920650664546
"Kenai Peninsula Borough, Alaska",57961,637820.7000000001,32286.846153846152,11.00430806921896
"Kendall County, Illinois",122933,692918.1,32280.8,5.63655080409654
"Kendall County, Texas",40306,229112.09999999998,39271.333333333336,5.684317471344216
"Kenedy County, Texas",564,13987.2,13705.0,24.8
"Kennebec County, Maine",121289,1713570.2,27482.322580645163,14.127993470141563
"Kenosha County, Wisconsin",167886,2438844.7,27878.657142857144,14.526790202875763
"Kent County, Delaware",173145,2272095.0,27088.09375,13.122498483929654
"Kent County, Maryland",19666,269060.5,32698.8,13.681506152750941
"Kent County, Michigan",636376,8529259.1,28651.2421875,13.402861044413994
"Kent County, Rhode Island",164012,1280125.5,37448.26315789474,7.805072189839768
"Kent County, Texas",680,12171.999999999998,27515.0,17.9
"Kenton County, Kentucky",163987,2114340.1999999997,29527.951219512193,12.893340325757528
"Keokuk County, Iowa",10223,115218.70000000001,26645.25,11.270537024356843
"Kern County, California",878744,19437213.2,21928.947019867548,22.11931256429631
"Kerr County, Texas",50761,703412.3,28672.8,13.857337325899806
"Kershaw County, South Carolina",63734,1042663.7000000001,23143.0,16.35961496218659
"Ketchikan Gateway Borough, Alaska",13745,147047.5,34322.5,10.698253910512914
"Kewaunee County, Wisconsin",20378,187089.4,27994.75,9.180950044165275
"Keweenaw County, Michigan",2136,30830.4,28775.0,14.43370786516854
"Keya Paha County, Nebraska",720,5544.0,28981.0,7.7
"Kidder County, North Dakota",2457,16953.3,34455.0,6.8999999999999995
"Kimball County, Nebraska",3688,42043.2,24011.0,11.399999999999999
"Kimble County, Texas",4432,97568.3,26826.5,22.014508122743685
"King County, Texas",289,1011.5,29918.0,3.5
"King County, Washington",2118119,22035427.8,46201.37783375315,10.403300192293257
"King George County, Virginia",25564,146120.4,36038.0,5.715866061649194
"King William County, Virginia",16329,177403.9,30528.25,10.864345642721538
"King and Queen County, Virginia",7052,109864.79999999999,25629.0,15.579239931934202
"Kingfisher County, Oklahoma",15510,137817.4,32641.5,8.885712443584783
"Kingman County, Kansas",7576,58180.7,30873.0,7.6796066525871165
"Kings County, California",150183,2841511.1,20370.222222222223,18.920324537397708
"Kings County, New York",2635121,57612334.8,30923.52666666667,21.863259713690567
"Kingsbury County, South Dakota",5000,47619.4,33293.0,9.52388
"Kinney County, Texas",3631,38488.6,21395.0,10.6
"Kiowa County, Colorado",1368,14500.8,23621.0,10.6
"Kiowa County, Kansas",2524,21958.8,24961.0,8.7
"Kiowa County, Oklahoma",9127,217543.7,23708.666666666668,23.835181330119426
"Kit Carson County, Colorado",7846,90316.0,26835.333333333332,11.511088452714759
"Kitsap County, Washington",258903,2578557.3000000003,33928.59259259259,9.959549715530528
"Kittitas County, Washington",43726,907221.8,26977.5,20.747879979874675
"Kittson County, Minnesota",4384,48899.4,30970.5,11.154060218978103
"Klamath County, Oregon",66018,1233785.6,23712.4,18.688624314580874
"Kleberg County, Texas",31540,768269.5,19980.8,24.358576410906785
"Klickitat County, Washington",21172,315374.3,25348.333333333332,14.895819950878519
"Knott County, Kentucky",15690,510731.8,17647.8,32.55142128744423
"Knox County, Illinois",51374,945933.9,24199.75,18.41269708412816
"Knox County, Indiana",37763,618921.9,22324.1,16.389638005455076
"Knox County, Kentucky",31424,1084540.3,14904.625,34.51312054480652
"Knox County, Maine",39700,468777.60000000003,30555.5,11.808000000000002
"Knox County, Missouri",3976,80253.2,22268.0,20.18440643863179
"Knox County, Nebraska",8496,104646.6,27762.333333333332,12.317161016949154
"Knox County, Ohio",60945,855151.7999999999,24304.666666666668,14.031533349741569
"Knox County, Tennessee",452286,7304462.7,30251.85714285714,16.150096841379128
"Knox County, Texas",3753,54892.4,21059.5,14.626272315480948
"Kodiak Island Borough, Alaska",13773,128135.7,29867.6,9.303397952515791
"Koochiching County, Minnesota",12776,218529.8,26338.0,17.10471195992486
"Kootenai County, Idaho",150128,1897398.3,29397.4,12.638537114995204
"Kosciusko County, Indiana",78720,882834.1,28066.684210526317,11.214864075203252
"Kossuth County, Iowa",15166,151386.8,29714.333333333332,9.981986021363575
"Kusilvak Census Area, Alaska",8129,317843.9,11693.0,39.1
"La Crosse County, Wisconsin",117582,1858330.5,29262.48,15.804549165688625
"La Paz County, Arizona",20477,404004.7,24206.0,19.72968208233628
"La Plata County, Colorado",54469,527818.4,35404.8,9.69025317152876
"La Salle County, Texas",7418,60827.59999999999,26268.0,8.2
"LaGrange County, Indiana",38720,356040.9,23520.75,9.195271177685951
"LaMoure County, North Dakota",4106,43807.8,36508.0,10.669215781782757
"LaPorte County, Indiana",110839,1888758.9,26352.35714285714,17.040562437409214
"LaSalle County, Illinois",111151,1506099.6,27686.928571428572,13.550031938534067
"LaSalle Parish, Louisiana",14930,374271.2,19315.0,25.068399196249164
"Labette County, Kansas",20553,367042.8,22325.0,17.858356444314698
"Lac qui Parle County, Minnesota",6840,64095.2,31596.333333333332,9.370643274853801
"Lackawanna County, Pennsylvania",211960,3380333.2,26460.186440677968,15.947976976788073
"Laclede County, Missouri",35488,627928.7,20600.5,17.694113503155997
"Lafayette County, Arkansas",7051,167466.2,26158.5,23.750702028081125
"Lafayette County, Florida",8684,145362.7,21522.0,16.73914094887149
"Lafayette County, Mississippi",52744,1547989.8,25514.7,29.349116487183377
"Lafayette County, Missouri",32655,415109.8,27330.14285714286,12.71198285101822
"Lafayette County, Wisconsin",16755,175068.7,27156.6,10.448743658609372
"Lafayette Parish, Louisiana",238230,4005646.6,29211.261904761905,16.814198883431978
"Lafourche Parish, Louisiana",98112,1568384.0,25683.91304347826,15.985649054142204
"Lajas Municipio, Puerto Rico",23893,1448138.8,7186.0,60.60933327752898
"Lake County, California",64095,1460205.8,22655.6,22.781898744051798
"Lake County, Colorado",7481,95780.8,27375.0,12.803208127255715
"Lake County, Florida",326215,4187293.7,26047.73214285714,12.835993746455559
"Lake County, Illinois",704476,6351940.7,43968.22368421053,9.016546624725327
"Lake County, Indiana",488694,8175909.2,23784.91452991453,16.730119870512016
"Lake County, Michigan",11669,293892.8,18410.25,25.185774273716685
"Lake County, Minnesota",10578,99050.7,31582.666666666668,9.363840045377197
"Lake County, Montana",29518,618260.3,25674.375,20.94519615150078
"Lake County, Ohio",229701,1926022.2,31373.53448275862,8.384909948149986
"Lake County, Oregon",7807,157227.6,21121.5,20.139310874855898
"Lake County, South Dakota",12350,196131.30000000002,35388.0,15.881076923076925
"Lake County, Tennessee",7588,233495.6,16691.5,30.771692145492885
"Lake and Peninsula Borough, Alaska",1301,21466.5,23434.0,16.5
"Lake of the Woods County, Minnesota",3841,28735.9,24257.0,7.481359021088259
"Lamar County, Alabama",14021,322466.2,21277.0,22.998801797304044
"Lamar County, Georgia",18282,385287.6,20021.333333333332,21.07469642271086
"Lamar County, Mississippi",60517,986508.6,27442.625,16.30134672901829
"Lamar County, Texas",49401,888917.8,22353.75,17.993923199935224
"Lamb County, Texas",13368,274790.3,22130.8,20.555827348892876
"Lamoille County, Vermont",25191,357443.9,30580.714285714286,14.189349370807035
"Lampasas County, Texas",20473,248962.0,26362.2,12.16050407854247
"Lancaster County, Nebraska",306357,4204031.1,29697.87837837838,13.722653962533906
"Lancaster County, Pennsylvania",536494,5602042.8,28815.01020408163,10.441948651802257
"Lancaster County, South Carolina",86544,1350405.8,23269.35714285714,15.603690608245516
"Lancaster County, Virginia",10848,118962.6,33679.333333333336,10.966316371681417
"Lander County, Nevada",5887,77708.4,30256.0,13.2
"Lane County, Kansas",1702,18211.4,29768.0,10.700000000000001
"Lane County, Oregon",363471,6989718.7,27546.220930232557,19.2304714819064
"Langlade County, Wisconsin",19190,283299.0,25569.333333333332,14.76284523189161
"Lanier County, Georgia",10388,298147.30000000005,18221.0,28.70112629957644
"Lapeer County, Michigan",88205,849516.6,25439.583333333332,9.631161498781248
"Laramie County, Wyoming",97031,1007030.4,31617.75,10.37843988003834
"Lares Municipio, Puerto Rico",27321,1539502.0,8246.125,56.34866952161341
"Larimer County, Colorado",330976,4353373.6,33722.65753424657,13.15313980469883
"Larue County, Kentucky",14102,222973.5,21558.5,15.811480641043824
"Las Animas County, Colorado",14151,238954.7,24316.166666666668,16.886064589074977
"Las Marías Municipio, Puerto Rico",8874,510738.6,6995.333333333333,57.55449628127113
"Las Piedras Municipio, Puerto Rico",38253,1738951.7,10163.0,45.45922411314145
"Lassen County, California",31470,509075.10000000003,24609.333333333332,16.1765204957102
"Latah County, Idaho",38697,899152.1,25091.14285714286,23.235705610254023
"Latimer County, Oklahoma",10621,201919.9,24438.0,19.011383108935128
"Lauderdale County, Alabama",92590,1535647.4000000001,23454.409090909092,16.58545631277676
"Lauderdale County, Mississippi",78221,1682515.7,21399.842105263157,21.50976975492515
"Lauderdale County, Tennessee",26497,592439.4,17874.444444444445,22.358734951126543
"Laurel County, Kentucky",59901,1470534.4,20946.46153846154,24.549413198444096
"Laurens County, Georgia",47451,1297086.9,20313.076923076922,27.335291142441676
"Laurens County, South Carolina",66508,1379204.0,21086.941176470587,20.737415047813798
"Lavaca County, Texas",19859,209228.5,29778.166666666668,10.535701696963594
"Lawrence County, Alabama",33288,555742.8,22469.555555555555,16.694989185292
"Lawrence County, Arkansas",16777,309770.6,18967.166666666668,18.464004291589674
"Lawrence County, Illinois",16457,275763.3,22395.0,16.756595977395637
"Lawrence County, Indiana",45669,529379.9,24766.1,11.591668308918523
"Lawrence County, Kentucky",15844,387522.6,19028.2,24.458634183287046
"Lawrence County, Mississippi",12659,250326.09999999998,21937.666666666668,19.77455565210522
"Lawrence County, Missouri",38131,649101.4,20865.14285714286,17.022931473079648
"Lawrence County, Ohio",61057,1137676.6,22082.25,18.633024878392323
"Lawrence County, Pennsylvania",88231,1245408.7,25312.214285714286,14.115318878852104
"Lawrence County, South Dakota",25018,308997.9,28180.4,12.351023263250461
"Lawrence County, Tennessee",42591,785041.5,20321.81818181818,18.43209833063323
"Le Flore County, Oklahoma",49860,1113487.6,20051.416666666668,22.332282390693944
"Le Sueur County, Minnesota",27810,245502.6,31034.166666666668,8.827853290183388
"Lea County, New Mexico",69505,1109208.0,24852.11111111111,15.958679231709949
"Leake County, Mississippi",22936,577500.1,18560.8,25.178762643878617
"Leavenworth County, Kansas",79359,730399.7,30035.8125,9.203741226577955
"Lebanon County, Pennsylvania",137616,1448120.5,27656.58064516129,10.522907946750378
"Lee County, Alabama",156597,3698367.3000000003,25076.62962962963,23.617101860188896
"Lee County, Arkansas",9614,269789.9,15913.25,28.062190555439987
"Lee County, Florida",700165,10445629.3,33513.11515151515,14.918810994551285
"Lee County, Georgia",29216,344101.3,27315.2,11.777837486308872
"Lee County, Illinois",34670,415583.7,29012.11111111111,11.986838765503318
"Lee County, Iowa",34785,564063.8,24207.0,16.215719419289925
"Lee County, Kentucky",6717,219708.4,15827.333333333334,32.70930474914396
"Lee County, Mississippi",84840,1475741.2,23211.0,17.394403583215464
"Lee County, North Carolina",59805,1052797.4,23303.076923076922,17.6038357996823
"Lee County, South Carolina",17897,477767.9,17507.0,26.695418226518413
"Lee County, Texas",16850,234326.59999999998,27778.5,13.906623145400593
"Lee County, Virginia",24428,645036.2000000001,18488.166666666668,26.40560831832324
"Leelanau County, Michigan",21564,167017.5,39361.666666666664,7.745200333889817
"Leflore County, Mississippi",30113,1216858.3,15427.375,40.409733337761104
"Lehigh County, Pennsylvania",360774,4843008.4,30125.5,13.423939640883214
"Lemhi County, Idaho",7755,132804.19999999998,22604.0,17.124977433913603
"Lenawee County, Michigan",98585,1362662.5,25580.565217391304,13.822209261043769
"Lenoir County, North Carolina",57934,1291073.4,21326.733333333334,22.28524527911071
"Leon County, Florida",285890,6257570.0,28042.0,21.888033859176605
"Leon County, Texas",16966,275710.2,28413.666666666668,16.250748555935402
"Leslie County, Kentucky",10648,366606.9,15149.666666666666,34.42964876033058
"Letcher County, Kentucky",23011,703507.9,18208.85714285714,30.572678284298814
"Levy County, Florida",39713,870961.4,21718.222222222223,21.931392742930527
"Lewis County, Idaho",3824,58091.1,22660.666666666668,15.191187238493724
"Lewis County, Kentucky",13565,355838.1,19655.5,26.232075193512713
"Lewis County, Missouri",10078,154788.7,22543.75,15.359069259773765
"Lewis County, New York",26845,381884.7,25393.571428571428,14.225542931644627
"Lewis County, Tennessee",11944,264563.8,20302.0,22.150351640991293
"Lewis County, Washington",76012,1220409.5,23846.2,16.055484660316793
"Lewis County, West Virginia",16371,323919.4,21341.0,19.786170667644004
"Lewis and Clark County, Montana",66290,763959.4,31355.285714285714,11.52450445014331
"Lexington County, South Carolina",281870,3614490.1,29552.54794520548,12.823252208464895
"Lexington city, Virginia",7113,152218.19999999998,16668.0,21.4
"Liberty County, Florida",8347,155239.8,18685.5,18.59827482927998
"Liberty County, Georgia",62120,1021844.0,21098.0,16.449517063747585
"Liberty County, Montana",2245,31205.5,36525.0,13.9
"Liberty County, Texas",79884,1249632.6,22434.928571428572,15.643089980471686
"Licking County, Ohio",170678,2002535.0,27972.71875,11.732824382755833
"Limestone County, Alabama",91695,1359536.6,25550.3125,14.826725557554939
"Limestone County, Texas",23480,493142.9,20024.625,21.002678875638843
"Lincoln County, Arkansas",13885,285407.4,16051.5,20.555088224702917
"Lincoln County, Colorado",5520,76710.0,16253.0,13.896739130434783
"Lincoln County, Georgia",7768,178757.90000000002,24612.0,23.01208805355304
"Lincoln County, Idaho",5296,60904.0,19095.0,11.5
"Lincoln County, Kansas",3121,26216.4,25667.0,8.4
"Lincoln County, Kentucky",24413,581351.3,19123.0,23.81318559783722
"Lincoln County, Maine",34021,399871.0,33320.666666666664,11.75365215602128
"Lincoln County, Minnesota",5724,65051.2,28394.0,11.364640111809923
"Lincoln County, Mississippi",34542,820498.9,20059.833333333332,23.753659313299753
"Lincoln County, Missouri",54800,725054.2,23825.428571428572,13.23091605839416
"Lincoln County, Montana",19249,315362.80000000005,23076.6,16.38333419917918
"Lincoln County, Nebraska",35569,448528.10000000003,29835.625,12.610084624251456
"Lincoln County, Nevada",5203,63753.799999999996,26870.5,12.253276955602535
"Lincoln County, New Mexico",19497,301919.3,25997.2,15.485423398471559
"Lincoln County, North Carolina",80504,1229240.9,27854.11111111111,15.269314568220212
"Lincoln County, Oklahoma",34759,497439.0,24149.85714285714,14.311084898875112
"Lincoln County, Oregon",47307,869326.7000000001,26807.41176470588,18.376280465892997
"Lincoln County, South Dakota",53147,162034.3,38035.63636363636,3.0487948520142245
"Lincoln County, Tennessee",33543,568551.6,24728.222222222223,16.949932921921114
"Lincoln County, Washington",10344,140941.2,27154.75,13.6254060324826
"Lincoln County, West Virginia",21241,529437.3,19048.0,24.92525304834989
"Lincoln County, Wisconsin",27994,259089.3,29010.5,9.255172536972207
"Lincoln County, Wyoming",18791,174510.9,29285.0,9.28694055664946
"Lincoln Parish, Louisiana",47536,1512580.7,21380.4,31.81968823628408
"Linn County, Iowa",220008,2120619.2,31319.666666666668,9.638827678993492
"Linn County, Kansas",9602,167029.8,25785.0,17.395313476359092
"Linn County, Missouri",12248,202295.6,22846.6,16.51662312214239
"Linn County, Oregon",121074,1944924.0999999999,24452.714285714286,16.063928671721424
"Lipscomb County, Texas",3495,36815.600000000006,29992.5,10.533791130185982
"Litchfield County, Connecticut",184454,1257921.4,41266.74509803922,6.8197024732453615
"Little River County, Arkansas",12494,234518.9,23444.75,18.770521850488233
"Live Oak County, Texas",12043,193981.40000000002,23122.25,16.107398488748654
"Livingston County, Illinois",36812,491347.1,27672.6,13.347470933391286
"Livingston County, Kentucky",9288,150894.90000000002,23123.0,16.24622093023256
"Livingston County, Michigan",186946,1107569.6,36710.45901639344,5.924542916136211
"Livingston County, Missouri",15025,271645.2,21724.2,18.07954742096506
"Livingston County, New York",64373,909645.4,24197.133333333335,14.130852997374676
"Livingston Parish, Louisiana",137096,1810876.3,27201.352941176472,13.208819367450547
"Llano County, Texas",20195,254277.89999999997,38406.0,12.591131468185193
"Logan County, Arkansas",21802,444019.9,19792.833333333332,20.3660168791854
"Logan County, Colorado",21885,366563.8,24609.166666666668,16.749545350696824
"Logan County, Illinois",29488,264572.9,27273.75,8.972222599023333
"Logan County, Kansas",2790,24831.0,28549.0,8.9
"Logan County, Kentucky",26847,467440.5,21393.833333333332,17.41127500279361
"Logan County, Nebraska",919,8914.3,24624.0,9.7
"Logan County, North Dakota",1932,14490.0,31952.0,7.5
"Logan County, Ohio",45323,618934.5,26684.090909090908,13.656079694636277
"Logan County, Oklahoma",45326,604605.4,25548.5,13.339041609672153
"Logan County, West Virginia",34428,773095.1,20656.333333333332,22.455417102358545
"Long County, Georgia",17857,357094.30000000005,20413.5,19.99744077952624
"Lonoke County, Arkansas",71568,883076.3,25225.8125,12.338982506148
"Lorain County, Ohio",305405,4142351.4,26349.260273972603,13.563469491331183
"Los Alamos County, New Mexico",18031,92860.9,52078.5,5.1500693250513
"Los Angeles County, California",10105722,171779803.2,31389.413867355728,16.99827119724845
"Loudon County, Tennessee",51024,698316.6,28948.7,13.68604186265287
"Loudoun County, Virginia",374558,1381968.3,50391.015625,3.689597605711265
"Louisa County, Iowa",11238,123856.1,27511.333333333332,11.021187043958
"Louisa County, Virginia",34813,409765.0,30309.0,11.77045931117686
"Loup County, Nebraska",537,4779.3,29248.0,8.9
"Love County, Oklahoma",9843,120637.1,21062.0,12.256131260794474
"Loving County, Texas",74,1265.4,35530.0,17.1
"Lowndes County, Alabama",10362,313147.0,18686.5,30.22071028758927
"Lowndes County, Georgia",113941,2837967.0,21520.88,24.907338008267438
"Lowndes County, Mississippi",59558,1274420.2,22108.5,21.397968366970012
"Loíza Municipio, Puerto Rico",27242,1412471.5,8454.1,51.8490382497614
"Lubbock County, Texas",298042,5644603.5,26229.746268656716,18.938953234778992
"Lucas County, Iowa",8600,85422.29999999999,27145.5,9.932825581395347
"Lucas County, Ohio",433404,8728238.1,24287.91338582677,20.138803748927096
"Luce County, Michigan",6406,126973.0,20398.0,19.820949110209177
"Lumpkin County, Georgia",31567,633590.0,23429.5,20.07127696645231
"Luna County, New Mexico",24319,775387.9,16594.0,31.88403717258111
"Lunenburg County, Virginia",12369,233142.5,19181.666666666668,18.84893685827472
"Luquillo Municipio, Puerto Rico",18952,871797.4,10091.4,46.00028493035036
"Luzerne County, Pennsylvania",318222,4830839.0,26072.70873786408,15.18071974910597
"Lycoming County, Pennsylvania",115398,1688721.0,26651.103448275862,14.633884469401549
"Lyman County, South Dakota",3882,85061.40000000001,19621.0,21.911746522411132
"Lynchburg city, Virginia",79237,1941743.3,22888.157894736843,24.505512576195464
"Lynn County, Texas",5785,104196.1,26890.0,18.0114261019879
"Lyon County, Iowa",11745,57575.399999999994,28292.333333333332,4.902120051085568
"Lyon County, Kansas",33302,628943.1,24833.0,18.88604588313014
"Lyon County, Kentucky",8268,118310.4,28878.0,14.30943396226415
"Lyon County, Minnesota",25789,366801.9,29571.14285714286,14.22319205862965
"Lyon County, Nevada",52303,720577.8,24391.2,13.776987935682467
"Mackinac County, Michigan",10836,166467.6,26962.8,15.362458471760798
"Macomb County, Michigan",864019,10235171.4,28405.070422535213,11.84600269207043
"Macon County, Alabama",19358,546961.1,21133.333333333332,28.255041843165614
"Macon County, Georgia",13675,393939.19999999995,16839.5,28.807254113345518
"Macon County, Illinois",107587,1829970.6,26315.70588235294,17.009216726927974
"Macon County, Missouri",15319,261493.5,20736.0,17.069880540505256
"Macon County, North Carolina",34160,603529.0,30334.11111111111,17.667710772833722
"Macon County, Tennessee",23239,435712.39999999997,21423.75,18.749188863548344
"Macoupin County, Illinois",45960,609137.3,27432.615384615383,13.253640121845084
"Madera County, California",154440,3425533.6,21022.0,22.180352240352242
"Madison County, Alabama",353213,4946996.7,32217.287671232876,14.00570392369477
"Madison County, Arkansas",15907,283566.5,23232.0,17.826522914440183
"Madison County, Florida",18518,604779.8999999999,18800.4,32.65902905281347
"Madison County, Georgia",28600,504417.4,22565.833333333332,17.63697202797203
"Madison County, Idaho",38241,1230754.0,15367.0,32.184147904082
"Madison County, Illinois",266153,3619871.3,28825.688524590165,13.600715753720603
"Madison County, Indiana",129641,2212652.5,23020.945945945947,17.067536504655163
"Madison County, Iowa",15720,115389.0,31584.0,7.340267175572519
"Madison County, Kentucky",88376,1918998.4,23451.315789473683,21.71402190639993
"Madison County, Mississippi",102212,1231474.4,37484.09523809524,12.048236997612804
"Madison County, Missouri",12226,229431.90000000002,20336.0,18.765900539833144
"Madison County, Montana",7902,83996.8,31234.333333333332,10.62981523664895
"Madison County, Nebraska",35062,560623.5,25962.11111111111,15.989490046203867
"Madison County, New York",71760,798670.7,28112.5,11.129747770345595
"Madison County, North Carolina",21347,379466.89999999997,22275.0,17.77612310863353
"Madison County, Ohio",43732,397498.4,28585.5,9.089417360285376
"Madison County, Tennessee",97887,2033848.7,23206.25925925926,20.777515911203736
"Madison County, Texas",13979,215612.8,20627.5,15.42405036125617
"Madison County, Virginia",13108,128412.2,29486.5,9.796475434848947
"Madison Parish, Louisiana",11616,424391.80000000005,15517.4,36.535106749311296
"Magoffin County, Kentucky",12783,365334.69999999995,15816.5,28.57973089259172
"Mahaska County, Iowa",22301,323508.0,26448.285714285714,14.506434689027397
"Mahnomen County, Minnesota",5500,124874.0,20723.0,22.704363636363638
"Mahoning County, Ohio",231857,4189680.2,23028.0,18.070104417809254
"Major County, Oklahoma",7730,101429.4,28860.333333333332,13.121526520051745
"Malheur County, Oregon",30421,739176.3,17966.428571428572,24.298224910423723
"Manassas Park city, Virginia",16117,165792.5,28691.0,10.286808959483775
"Manassas city, Virginia",41379,364906.5,31503.85714285714,8.818639889799174
"Manatee County, Florida",363542,4889356.8,31059.55128205128,13.449221272920322
"Manatí Municipio, Puerto Rico",40705,1877130.2,10023.222222222223,46.115469843999506
"Manistee County, Michigan",24432,359626.30000000005,24900.11111111111,14.71947855271775
"Manitowoc County, Wisconsin",79680,815936.1,27087.736842105263,10.240161897590362
"Marathon County, Wisconsin",135293,1405640.4,29095.444444444445,10.389601827145528
"Marengo County, Alabama",19743,504423.4,21984.666666666668,25.54948082864813
"Maricao Municipio, Puerto Rico",6180,402092.5,5975.0,65.06351132686085
"Maricopa County, Arizona",4155501,65685185.5,30761.26564215148,15.806802958295522
"Maries County, Missouri",8959,168466.1,22155.666666666668,18.804118763254827
"Marin County, California",260814,2077751.4,67903.74545454545,7.9664105454461795
"Marinette County, Wisconsin",40712,538859.8,26249.166666666668,13.23589605030458
"Marion County, Alabama",30058,528364.9,22056.5,17.578178854215185
"Marion County, Arkansas",16374,320825.9,18638.0,19.59361793086601
"Marion County, Florida",343778,6069356.0,22893.32786885246,17.65487029420149
"Marion County, Georgia",8558,198192.8,20172.5,23.158775414816546
"Marion County, Illinois",38305,685190.2,23707.5,17.887748335726407
"Marion County, Indiana",939964,18612677.0,25659.370535714286,19.80147856726428
"Marion County, Iowa",33127,304375.8,26082.875,9.188148640082108
"Marion County, Kansas",12087,127527.1,25076.25,10.550765285016961
"Marion County, Kentucky",19335,354675.8,22476.833333333332,18.3437186449444
"Marion County, Mississippi",25466,666420.4,19619.666666666668,26.16902536715621
"Marion County, Missouri",28703,531375.5,22066.125,18.512890638609203
"Marion County, Ohio",65483,1001366.0,21558.277777777777,15.291999450238993
"Marion County, Oregon",330453,5329716.6,25903.862068965518,16.12851630942978
"Marion County, South Carolina",31765,840752.2,18360.25,26.46787974185424
"Marion County, Tennessee",28355,511916.99999999994,24552.0,18.053852935990122
"Marion County, Texas",10140,225636.2,25943.5,22.25209072978304
"Marion County, West Virginia",56575,930565.1,24266.444444444445,16.4483446752099
"Mariposa County, California",17658,265903.7,29002.5,15.058540038509458
"Marlboro County, South Carolina",27505,722773.2,17647.0,26.277884021087072
"Marquette County, Michigan",67145,1227130.1,25503.041666666668,18.27582247375084
"Marquette County, Wisconsin",15164,179297.7,26166.0,11.823905302031127
"Marshall County, Alabama",94738,1990215.0,23080.88888888889,21.00756824083261
"Marshall County, Illinois",11925,122997.1,29076.6,10.314222222222222
"Marshall County, Indiana",46752,542446.4,24499.0,11.602635181382615
"Marshall County, Iowa",40476,454692.10000000003,25992.6,11.233622393517146
"Marshall County, Kansas",9859,88056.8,28009.5,8.931615782533726
"Marshall County, Kentucky",31177,338983.1,27333.333333333332,10.872858196747602
"Marshall County, Minnesota",9397,73114.2,28590.5,7.780589549856336
"Marshall County, Mississippi",35981,632071.0,19018.333333333332,17.566799143992665
"Marshall County, Oklahoma",16226,239428.80000000002,22743.25,14.755873289781833
"Marshall County, South Dakota",4759,39499.7,28861.0,8.299999999999999
"Marshall County, Tennessee",31753,428874.9,23421.5,13.506594652473783
"Marshall County, West Virginia",32006,485172.19999999995,23656.777777777777,15.158788977066799
"Martin County, Florida",155719,1730684.1,41032.58823529412,11.114148562474714
"Martin County, Indiana",10219,136077.9,25428.333333333332,13.316165965358644
"Martin County, Kentucky",12175,368366.89999999997,15452.666666666666,30.25600821355236
"Martin County, Minnesota",20084,227200.80000000002,30456.5,11.312527384983072
"Martin County, North Carolina",23227,446387.4,21561.5,19.218469884186508
"Martin County, Texas",5547,38804.8,29241.5,6.995637281413377
"Martinsville city, Virginia",13256,316054.5,21922.4,23.842373264936633
"Mason County, Illinois",13904,194341.2,26418.333333333332,13.977359033371693
"Mason County, Kentucky",17167,310979.7,24810.4,18.114970583095474
"Mason County, Michigan",28800,460523.1,26489.0,15.990385416666665
"Mason County, Texas",4122,52183.1,24743.0,12.659655507035419
"Mason County, Washington",61569,1000763.1,24976.35714285714,16.25433416167227
"Mason County, West Virginia",27000,524693.6,20684.833333333332,19.433096296296295
"Massac County, Illinois",14594,270344.2,22885.75,18.52433876935727
"Matagorda County, Texas",36744,757669.0,24095.3,20.620210102329633
