county,TotalPop,PorPop,IncomePerCap,NewPoverty
"Daniels County, Montana",1788,8224.8,36108.0,4.6
"Danville city, Virginia",41911,906837.1,21150.4,21.637209801722697
"Dare County, North Carolina",35412,313172.6,30506.555555555555,8.843685756240822
"Darke County, Ohio",51919,603980.0,24666.25,11.633120822820162
"Darlington County, South Carolina",67572,1540691.5,20845.6875,22.800738471556265
"Dauphin County, Pennsylvania",273329,3616829.0,30030.646153846155,13.232511003223221
"Davidson County, North Carolina",164118,2627242.5,23991.41176470588,16.008253208057617
"Davidson County, Tennessee",678322,11551840.5,32106.327044025158,17.030024825967608
"Davie County, North Carolina",41766,584698.0,27928.14285714286,13.999377484077959
"Daviess County, Indiana",32777,425506.4,22242.428571428572,12.981859230558014
"Daviess County, Kentucky",99258,1578213.4,26428.82608695652,15.900112837252411
"Daviess County, Missouri",8300,109509.5,22906.5,13.193915662650602
"Davis County, Iowa",8834,120907.7,26270.0,13.686631197645461
"Davis County, Utah",334977,2091490.2,28325.59259259259,6.243682999131283
"Davison County, South Dakota",19753,247025.9,28381.25,12.505740900116438
"Dawes County, Nebraska",8972,128296.09999999999,25154.0,14.29960989745876
"Dawson County, Georgia",23397,276132.8,31936.666666666668,11.802060093174338
"Dawson County, Montana",9324,114056.20000000001,30245.666666666668,12.232539682539684
"Dawson County, Nebraska",23925,326138.0,26658.714285714286,13.631682340647858
"Dawson County, Texas",13095,237203.4,21356.0,18.114043528064148
"Day County, South Dakota",5524,90346.2,31136.666666666668,16.355213613323677
"De Baca County, New Mexico",2016,45763.2,24571.0,22.7
"De Soto Parish, Louisiana",27164,714789.5,22860.714285714286,26.31385289353556
"De Witt County, Illinois",16176,214420.6,27752.6,13.25547725024728
"DeKalb County, Alabama",71194,1534369.5,20729.285714285714,21.55194960249459
"DeKalb County, Georgia",736066,13008328.0,33666.430555555555,17.672773908861434
"DeKalb County, Illinois",104473,2106707.2,26507.666666666668,20.165087630296824
"DeKalb County, Indiana",42524,532996.2,25668.777777777777,12.534009030194712
"DeKalb County, Missouri",12564,170120.0,21536.5,13.540273798153454
"DeKalb County, Tennessee",19380,368756.3,25870.5,19.02767285861713
"DeSoto County, Florida",35675,1081286.0,19322.666666666668,30.309348283111422
"DeSoto County, Mississippi",173267,1695882.3,26216.121212121212,9.787682016771804
"DeWitt County, Texas",20474,343954.0,30313.0,16.799550649604377
"Deaf Smith County, Texas",18947,343069.89999999997,21490.0,18.10681902148097
"Dearborn County, Indiana",49564,505782.80000000005,29794.2,10.204640464853524
"Decatur County, Georgia",27023,657414.7,20439.714285714286,24.327968767346334
"Decatur County, Indiana",26480,301890.7,25016.166666666668,11.400706193353475
"Decatur County, Iowa",8105,157859.50000000003,21501.0,19.476804441702658
"Decatur County, Kansas",2891,50404.8,32585.5,17.435074368730543
"Decatur County, Tennessee",11681,263435.80000000005,21100.25,22.55250406643267
"Deer Lodge County, Montana",9131,171451.40000000002,25078.666666666668,18.776848099879533
"Defiance County, Ohio",38311,421517.0,26685.777777777777,11.002505807731461
"Del Norte County, California",27442,629835.3,19780.428571428572,22.951508636396767
"Delaware County, Indiana",115938,2756134.0,21107.0,23.77248184374407
"Delaware County, Iowa",17326,159915.2,30677.5,9.22978183077456
"Delaware County, New York",45950,732627.0,25742.64285714286,15.944004352557128
"Delaware County, Ohio",193024,988545.6,44162.171428571426,5.121361074270557
"Delaware County, Oklahoma",41878,796203.1,22271.11111111111,19.012443287645063
"Delaware County, Pennsylvania",563384,5952422.5,35009.55944055944,10.565480205330644
"Delta County, Colorado",30217,497867.0,25595.14285714286,16.476387464010326
"Delta County, Michigan",36395,522744.7,25030.363636363636,14.363091083940102
"Delta County, Texas",5172,119683.4,22497.5,23.14064191802011
"Denali Borough, Alaska",2303,35696.5,33084.0,15.5
"Dent County, Missouri",15566,324838.4,21046.5,20.868456893228835
"Denton County, Texas",781321,6830210.1,37824.642335766424,8.741874466448488
"Denver County, Colorado",678467,10236005.3,40024.55244755245,15.08696119339629
"Des Moines County, Iowa",39876,607856.3,27339.636363636364,15.243662854850037
"Deschutes County, Oregon",175321,2121541.5,31834.375,12.100897781783129
"Desha County, Arkansas",12094,393234.2,17714.6,32.51481726475939
"Deuel County, Nebraska",1901,21101.1,28225.0,11.1
"Deuel County, South Dakota",4282,43006.8,29321.0,10.043624474544606
"Dewey County, Oklahoma",4904,91250.8,26237.333333333332,18.607422512234912
"Dewey County, South Dakota",5709,179510.9,17046.5,31.443492730775965
"Dickens County, Texas",2224,36918.4,24171.0,16.6
"Dickenson County, Virginia",15181,349309.9,21811.5,23.009676569395957
"Dickey County, North Dakota",5041,32021.2,30369.0,6.3521523507240625
"Dickinson County, Iowa",17000,138287.5,36591.8,8.134558823529412
"Dickinson County, Kansas",19162,222727.4,24176.5,11.623390042793028
"Dickinson County, Michigan",25694,393670.3,25958.714285714286,15.321487506810929
"Dickson County, Tennessee",51341,741213.0,25725.0,14.437058101712083
"Dillingham Census Area, Alaska",4974,82274.4,25539.0,16.54089264173703
"Dillon County, South Carolina",31073,951862.1000000001,15802.333333333334,30.633093038972746
"Dimmit County, Texas",10822,326950.4,16480.0,30.211642949547223
"Dinwiddie County, Virginia",28033,424220.6,24816.833333333332,15.13290051011308
"District of Columbia, District of Columbia",672391,12212008.5,49815.74860335195,18.162064185868044
"Divide County, North Dakota",2378,30914.0,39171.0,13.0
"Dixie County, Florida",16323,387354.4,19532.333333333332,23.730588739814987
"Dixon County, Nebraska",5765,59527.40000000001,26590.5,10.325654813529923
"Doddridge County, West Virginia",8570,128740.2,21157.5,15.022193698949824
"Dodge County, Georgia",21063,469100.3,18472.666666666668,22.271295636898827
"Dodge County, Minnesota",20485,117328.2,31393.2,5.72751769587503
"Dodge County, Nebraska",36576,481162.6,27181.11111111111,13.155145450568678
"Dodge County, Wisconsin",87833,785271.0,27458.75,8.940500722962895
"Dolores County, Colorado",1736,24477.6,23190.0,14.1
"Doniphan County, Kansas",7790,107118.2,24807.0,13.750731707317073
"Donley County, Texas",3433,52048.5,23752.5,15.161229245557822
"Dooly County, Georgia",14053,335175.7,16260.0,23.85082900448303
"Door County, Wisconsin",27443,231631.1,35138.77777777778,8.440443829027439
"Dorado Municipio, Puerto Rico",37722,1248026.1,14699.42857142857,33.08483378399873
"Dorchester County, Maryland",32386,502942.5,29630.777777777777,15.529626999320694
"Dorchester County, South Carolina",151716,1794165.4000000001,27660.08,11.825815339186375
"Dougherty County, Georgia",91522,2854112.8,19879.814814814814,31.184991586722315
"Douglas County, Colorado",320940,1171981.7,48748.737704918036,3.6517158970524086
"Douglas County, Georgia",140152,1998004.1,25858.85,14.25597993606941
"Douglas County, Illinois",19830,241593.9,26176.0,12.183252647503782
"Douglas County, Kansas",117806,2413739.7,29050.045454545456,20.48910666689303
"Douglas County, Minnesota",36891,312717.3,33356.444444444445,8.476791087257054
"Douglas County, Missouri",13391,275417.0,18157.666666666668,20.567321335225152
"Douglas County, Nebraska",549706,7536579.4,31371.46794871795,13.710200361647864
"Douglas County, Nevada",47632,469593.0,39928.1875,9.858771414175344
"Douglas County, Oregon",107576,1831588.4,25208.545454545456,17.025994645645866
"Douglas County, South Dakota",2940,24108.0,27603.0,8.2
"Douglas County, Washington",40585,555697.7999999999,24761.375,13.692196624368608
"Douglas County, Wisconsin",43503,617531.7,26777.833333333332,14.195152058478724
"Doña Ana County, New Mexico",213849,5995749.6,20080.317073170732,28.03730482723791
"Drew County, Arkansas",18620,451554.30000000005,20300.4,24.251036519871107
"DuPage County, Illinois",931826,6321683.1,42366.40740740741,6.784188357053784
"Dubois County, Indiana",42379,426386.2,28496.714285714286,10.061261473843178
"Dubuque County, Iowa",96571,1184654.5,29137.30769230769,12.267186836627973
"Duchesne County, Utah",20259,256191.5,22986.333333333332,12.645811737992991
"Dukes County, Massachusetts",17275,145086.2,42982.25,8.398622286541245
"Dundy County, Nebraska",2017,21178.5,26949.0,10.5
"Dunklin County, Missouri",30905,824206.9,19110.7,26.669047079760556
"Dunn County, North Dakota",4349,46099.4,42438.0,10.6
"Dunn County, Wisconsin",44260,609296.2,26669.875,13.766294622684137
"Duplin County, North Carolina",59350,1554689.5,18968.545454545456,26.195273799494522
"Durham County, North Carolina",300865,5135673.1,31353.322033898305,17.069692719325943
"Dutchess County, New York",295685,2744728.5,36509.012658227846,9.282609871992154
"Duval County, Florida",912043,14746695.5,28363.49132947977,16.168859911210326
"Duval County, Texas",11434,293523.5,19508.333333333332,25.671112471576002
"Dyer County, Tennessee",37751,688117.9,24409.875,18.227805885936796
"Eagle County, Colorado",53726,415855.8,42888.21428571428,7.740308230651825
"Early County, Georgia",10405,283708.4,18346.8,27.266544930321963
"East Baton Rouge Parish, Louisiana",446167,8668144.4,28354.76923076923,19.42802672541896
"East Carroll Parish, Louisiana",7318,295231.7,15350.333333333334,40.3432221918557
"East Feliciana Parish, Louisiana",19553,355573.5,23395.4,18.18511225898839
"Eastland County, Texas",18278,317280.0,19580.4,17.358573148046833
"Eaton County, Michigan",108586,1184429.2,30190.214285714286,10.90775238060155
"Eau Claire County, Wisconsin",102388,1546527.0,27583.25,15.104572801500176
"Echols County, Georgia",4011,113296.7,21079.5,28.246497132884567
"Ector County, Texas",155744,1911755.9,27852.964285714286,12.274989084651736
"Eddy County, New Mexico",56793,831507.2,27316.083333333332,14.641015618121951
"Eddy County, North Dakota",2321,30637.2,35444.0,13.200000000000001
"Edgar County, Illinois",17603,270056.3,26919.0,15.34149292734193
"Edgecombe County, North Carolina",54032,1324924.5,19051.5,24.5211078620077
"Edgefield County, South Carolina",26620,415412.6,24829.166666666668,15.605281743050337
"Edmonson County, Kentucky",12063,241445.3,17166.25,20.015361021304816
"Edmunds County, South Dakota",3971,23761.2,31374.5,5.98368169226895
"Edwards County, Illinois",6570,76047.0,26604.666666666668,11.574885844748858
"Edwards County, Kansas",2946,30250.6,28060.5,10.2683638832315
"Edwards County, Texas",2111,14777.0,28968.0,7.0
"Effingham County, Georgia",57087,545633.0,26902.9,9.557920367158898
"Effingham County, Illinois",34164,391926.4,28786.625,11.471911954103735
"El Dorado County, California",185015,1819330.0,37458.09523809524,9.83341891198011
"El Paso County, Colorado",674826,7442415.600000001,30775.815384615384,11.028643828186823
"El Paso County, Texas",834825,18104218.8,19127.25,21.68624418291259
"Elbert County, Colorado",24553,116558.40000000001,41203.42857142857,4.747216226123081
"Elbert County, Georgia",19288,431976.2,21093.6,22.396111571961843
"Elk County, Kansas",2581,34843.5,21156.0,13.5
"Elk County, Pennsylvania",30781,288425.0,27103.666666666668,9.370228387641728
"Elkhart County, Indiana",202924,2814614.9,23334.333333333332,13.870290847805089
"Elko County, Nevada",52377,599184.2,30902.428571428572,11.439834278404643
"Elliott County, Kentucky",7533,256908.5,14239.0,34.10440727465817
"Ellis County, Kansas",28877,501402.5,28932.666666666668,17.363386085812238
"Ellis County, Oklahoma",4102,70494.3,28053.5,17.185348610433934
"Ellis County, Texas",164092,1741022.3,28362.709677419356,10.61003766179948
"Ellsworth County, Kansas",6331,72910.1,24463.5,11.516363923550783
"Elmore County, Alabama",80989,1100023.0,27088.933333333334,13.58237538431145
"Elmore County, Idaho",26232,387597.9,21756.2,14.77576623970723
"Emanuel County, Georgia",22502,657423.5,18804.166666666668,29.216225224424495
"Emery County, Utah",10410,134910.6,21349.333333333332,12.95971181556196
"Emmet County, Iowa",9661,136160.2,30153.5,14.093799813683885
"Emmet County, Michigan",32978,353677.9,31644.375,10.724661895809328
"Emmons County, North Dakota",3389,40329.1,29622.0,11.9
"Emporia city, Virginia",5495,169026.7,18744.5,30.76009099181074
"Erath County, Texas",41016,937772.7999999999,24871.625,22.863584942461475
"Erie County, New York",923995,14073796.7,29039.91914893617,15.231464131299411
"Erie County, Ohio",75369,978428.6,30628.444444444445,12.981843994215128
"Erie County, Pennsylvania",277794,4650668.1,25018.056338028167,16.7414274606363
"Escambia County, Alabama",37621,890147.7,18276.222222222223,23.660926078519974
"Escambia County, Florida",309924,4521617.8,25962.985915492958,14.589440637059408
"Esmeralda County, Nevada",1102,7493.599999999999,23755.0,6.8
"Essex County, Massachusetts",775860,8389624.2,37557.253086419754,10.813322248859329
"Essex County, New Jersey",800401,13384957.8,32328.090476190475,16.722814939011823
"Essex County, New York",38233,335478.6,29700.46153846154,8.774582167237726
"Essex County, Vermont",6203,96230.8,23034.333333333332,15.51359019829115
"Essex County, Virginia",11083,136836.59999999998,25959.333333333332,12.3465307227285
"Estill County, Kentucky",14382,437595.5,17218.0,30.426609650952578
"Etowah County, Alabama",103132,1848244.3,20496.366666666665,17.921152503587635
"Eureka County, Nevada",1728,17280.0,35606.0,10.0
"Evangeline Parish, Louisiana",33750,888236.4,18893.25,26.318115555555558
"Evans County, Georgia",10757,282696.1,21005.0,26.280198940224967
"Fairbanks North Star Borough, Alaska",100031,767138.2,34766.31578947369,7.669004608571343
"Fairfax County, Virginia",1142004,7024159.6,54501.23921568628,6.150731170819016
"Fairfax city, Virginia",23580,185071.6,46656.0,7.848668363019509
"Fairfield County, Connecticut",947328,8310151.1,54353.58571428571,8.772200441663289
"Fairfield County, Ohio",151526,1509584.2,28856.535714285714,9.962542401964019
"Fairfield County, South Carolina",22868,486663.9,21372.4,21.281436942452338
"Fajardo Municipio, Puerto Rico",33075,1446048.8,10710.0,43.7202962962963
"Fall River County, South Dakota",6783,100773.0,25914.5,14.85670057496683
"Fallon County, Montana",2925,16965.0,32371.0,5.8
"Falls Church city, Virginia",13843,40817.100000000006,67761.0,2.9485732861373983
"Falls County, Texas",17289,433357.7,17604.166666666668,25.065515645786338
"Fannin County, Georgia",24480,386604.0,25528.6,15.79264705882353
"Fannin County, Texas",33787,532800.0,23664.11111111111,15.76937875514251
"Faribault County, Minnesota",13966,160564.0,29555.5,11.496777889159388
"Faulk County, South Dakota",2327,25364.3,29714.0,10.9
"Faulkner County, Arkansas",121282,2015686.4,24983.72,16.61983146715918
"Fauquier County, Virginia",68406,420671.8,43561.294117647056,6.14963307312224
"Fayette County, Alabama",16657,301736.7,21186.6,18.11470853094795
"Fayette County, Georgia",110306,696507.9,39776.9,6.31432469675267
"Fayette County, Illinois",21980,390361.10000000003,22092.0,17.759831665150138
"Fayette County, Indiana",23426,429123.8,22456.714285714286,18.318270297959533
"Fayette County, Iowa",20139,260849.6,27080.571428571428,12.952460400218483
"Fayette County, Kentucky",315109,6130863.0,32494.329268292684,19.456324636871685
"Fayette County, Ohio",28659,505892.10000000003,24100.285714285714,17.652119752957187
"Fayette County, Pennsylvania",133160,2499022.9,23966.833333333332,18.767068939621506
"Fayette County, Tennessee",39336,571778.4,31027.545454545456,14.53575350823673
"Fayette County, Texas",24963,226584.30000000002,31992.714285714286,9.076805672395146
"Fayette County, West Virginia",44602,889560.2000000001,20691.333333333332,19.944401596340974
"Fentress County, Tennessee",17940,415149.8,18643.25,23.141014492753623
"Fergus County, Montana",11327,166733.9,28204.5,14.720040610929637
"Ferry County, Washington",7568,160170.9,21269.666666666668,21.164230972515856
"Fillmore County, Minnesota",20825,235329.0,28201.0,11.30031212484994
"Fillmore County, Nebraska",5603,55249.0,30628.0,9.860610387292521
"Finney County, Kansas",37097,601028.0,23917.75,16.201525729843382
"Fisher County, Texas",3875,67034.0,27785.0,17.299096774193547
"Flagler County, Florida",105015,1403327.8,28073.45,13.363117649859545
"Flathead County, Montana",96147,1308050.3,28511.052631578947,13.604691774054313
"Fleming County, Kentucky",14515,283297.4,24529.25,19.517561143644507
"Florence County, South Carolina",138537,2728165.9,23603.84375,19.69268787399756
"Florence County, Wisconsin",4354,36638.9,27815.0,8.414997703261369
"Florida Municipio, Puerto Rico",12140,685274.8,7830.0,56.44767710049424
"Floyd County, Georgia",96471,1757264.4,23379.55,18.21546786080791
"Floyd County, Indiana",76481,835367.9,28745.7,10.922554621409239
"Floyd County, Iowa",15904,247913.2,28338.2,15.588103621730383
"Floyd County, Kentucky",37447,1147759.3,18366.2,30.650233663577858
"Floyd County, Texas",5953,108330.40000000001,25034.0,18.197614648076602
"Floyd County, Virginia",15594,187557.3,25552.333333333332,12.027529819161215
"Fluvanna County, Virginia",26109,158327.6,31680.0,6.064100501742694
"Foard County, Texas",1414,8059.8,26034.0,5.7
"Fond du Lac County, Wisconsin",102082,869070.4,28638.05,8.513453890009993
"Ford County, Illinois",13470,210840.0,27722.2,15.652561247216036
"Ford County, Kansas",34658,562568.2,23493.285714285714,16.23198684286456
"Forest County, Pennsylvania",7388,105886.5,19125.666666666668,14.332227937195452
"Forest County, Wisconsin",9035,158303.2,23972.0,17.521106806862203
"Forrest County, Mississippi",75835,2095945.1,20731.470588235294,27.638229049910993
"Forsyth County, Georgia",211300,1373153.9,39301.91111111111,6.498598674869853
"Forsyth County, North Carolina",368362,7110532.2,28695.860215053763,19.303109984200326
"Fort Bend County, Texas",711421,5796999.3,36622.23684210526,8.148479311125199
"Foster County, North Dakota",3318,23557.8,32665.0,7.1
"Fountain County, Indiana",16620,209948.09999999998,25313.8,12.63225631768953
"Franklin County, Alabama",31507,726211.8999999999,19988.11111111111,23.049223981972258
"Franklin County, Arkansas",17803,390125.2,19805.666666666668,21.91345278885581
"Franklin County, Florida",11675,250608.09999999998,26697.5,21.465361884368306
"Franklin County, Georgia",22328,570281.1,20006.8,25.541073987817985
"Franklin County, Idaho",13120,160886.0,20394.0,12.26265243902439
"Franklin County, Illinois",39302,781980.4,22268.166666666668,19.896707546689736
"Franklin County, Indiana",22835,225456.09999999998,25235.2,9.87326910444493
"Franklin County, Iowa",10326,161007.09999999998,25471.666666666668,15.592397830718573
"Franklin County, Kansas",25599,319831.2,25376.8,12.49389429274581
"Franklin County, Kentucky",49969,673457.7,27427.81818181818,13.477510056234864
"Franklin County, Maine",30177,376107.5,25136.222222222223,12.463382708685423
"Franklin County, Massachusetts",70926,781543.4,32629.0,11.019138256774667
"Franklin County, Mississippi",7772,138804.6,25023.5,17.859572825527536
"Franklin County, Missouri",102413,1089250.7,26749.352941176472,10.635863611065002
"Franklin County, Nebraska",3019,40036.1,28692.0,13.261377939715137
"Franklin County, New York",51054,948330.4,25774.285714285714,18.57504602969405
"Franklin County, North Carolina",63866,1052559.8,22750.083333333332,16.480753452541258
"Franklin County, Ohio",1253507,21760989.9,29962.50176678445,17.36008646142383
"Franklin County, Pennsylvania",153003,1587617.3,28253.14814814815,10.376380201695392
"Franklin County, Tennessee",41397,628757.4,24930.444444444445,15.188477425900428
"Franklin County, Texas",10639,160937.4,22964.666666666668,15.127117210264123
"Franklin County, Vermont",48816,391833.2,30130.2,8.026737135365455
"Franklin County, Virginia",56277,833328.8,27849.5,14.807626561472716
"Franklin County, Washington",89124,1432159.1,23420.916666666668,16.069286611911494
"Franklin Parish, Louisiana",20388,574617.9,19682.333333333332,28.184123013537377
"Franklin city, Virginia",8334,137307.30000000002,22916.5,16.475557955363573
"Frederick County, Maryland",246105,1785055.8,40084.147540983606,7.253228500030475
"Frederick County, Virginia",83784,470828.6,32945.642857142855,5.619552659218944
"Fredericksburg city, Virginia",28135,555041.6,31104.333333333332,19.72779811622534
"Freeborn County, Minnesota",30619,359841.2,27895.1,11.752219210294262
"Freestone County, Texas",19646,330839.0,23211.85714285714,16.840018324340832
"Fremont County, Colorado",46601,587394.6,20851.85714285714,12.604763846269393
"Fremont County, Idaho",12889,152060.90000000002,25411.666666666668,11.79772674373497
"Fremont County, Iowa",6985,76958.9,30293.666666666668,11.017738010021473
"Fremont County, Wyoming",40354,551259.7,27402.3,13.660596223422708
"Fresno County, California",971616,24783561.0,22701.125628140704,25.507567804564765
"Frio County, Texas",19110,392671.30000000005,16692.333333333332,20.54794871794872
"Frontier County, Nebraska",2624,28601.6,27900.0,10.899999999999999
"Fulton County, Arkansas",12092,277418.0,19723.0,22.942275884882566
"Fulton County, Georgia",1010420,16560690.5,39576.52709359606,16.38990766216029
"Fulton County, Illinois",35733,591935.0,25113.916666666668,16.56549967816864
"Fulton County, Indiana",20296,270477.0,24205.333333333332,13.326616081986598
"Fulton County, Kentucky",6259,159343.7,17915.0,25.458332001917242
"Fulton County, New York",53955,865617.0,25669.6,16.04331387267167
"Fulton County, Ohio",42296,447626.6,28040.0,10.583189899754114
"Fulton County, Pennsylvania",14631,167636.3,25305.333333333332,11.457610552935547
"Furnas County, Nebraska",4814,64989.0,24522.0,13.5
"Gadsden County, Florida",46113,1151395.9,19514.777777777777,24.969008739401033
"Gage County, Nebraska",21632,197274.5,27049.85714285714,9.11956823224852
"Gaines County, Texas",19889,218642.1,21981.0,10.993116798230178
"Galax city, Virginia",6788,144098.8,23281.5,21.228461991750144
"Gallatin County, Illinois",5226,86671.5,24559.5,16.584672789896672
"Gallatin County, Kentucky",8652,115894.4,22191.0,13.395099398982893
"Gallatin County, Montana",100733,1441342.0,34900.5,14.308538413429561
"Gallia County, Ohio",30203,634957.2,22401.14285714286,21.022984471741218
"Galveston County, Texas",321184,4553660.8,31712.21212121212,14.17773239015642
"Garden County, Nebraska",1913,22382.1,35602.0,11.7
"Garfield County, Colorado",57945,554272.2,32199.272727272728,9.565487962723271
"Garfield County, Montana",1086,5538.599999999999,29896.0,5.1
"Garfield County, Nebraska",1958,14097.6,25856.0,7.2
"Garfield County, Oklahoma",62421,847569.5,25695.5,13.578274939523558
"Garfield County, Utah",5020,65851.1,23161.5,13.117749003984065
"Garfield County, Washington",2226,26044.2,24781.0,11.700000000000001
"Garland County, Arkansas",97994,1879243.4,24462.7,19.17712717105129
"Garrard County, Kentucky",17226,313668.8,24077.75,18.209032857308717
"Garrett County, Maryland",29516,338054.4,26234.285714285714,11.453259249220762
"Garvin County, Oklahoma",27751,474146.3,22120.777777777777,17.08573745090267
"Garza County, Texas",6739,90976.5,20635.0,13.5
"Gasconade County, Missouri",14769,176717.4,26631.0,11.965427584806012
"Gaston County, North Carolina",214049,3550403.5,24623.584615384614,16.586872631967445
"Gates County, North Carolina",11601,143953.5,24270.333333333332,12.408714765968451
"Geary County, Kansas",35796,535056.7,20783.625,14.947387976310202
"Geauga County, Ohio",93895,612999.2000000001,37657.09523809524,6.528560626231429
"Gem County, Idaho",16850,348174.1,20091.333333333332,20.66315133531157
"Genesee County, Michigan",410881,8284225.4,23559.115384615383,20.162103869490196
"Genesee County, New York",58537,749970.1,26337.866666666665,12.811898457385926
"Geneva County, Alabama",26572,597117.3,21456.666666666668,22.471673189823875
"Gentry County, Missouri",6688,121060.6,20906.0,18.101166267942585
"George County, Mississippi",23545,348625.5,20735.0,14.806774262051391
"Georgetown County, South Carolina",61065,1142046.3,28075.928571428572,18.70214197985753
"Gibson County, Indiana",33596,362001.0,26332.14285714286,10.775122038337898
"Gibson County, Tennessee",49222,848557.5,21774.846153846152,17.23939498598188
"Gila County, Arizona",53145,1159875.6,22141.0625,21.824736099350833
"Gilchrist County, Florida",17191,341836.0,21838.8,19.884590774242337
"Giles County, Tennessee",29024,465268.19999999995,23153.125,16.030464443219405
"Giles County, Virginia",16867,190388.59999999998,26041.25,11.287638584217701
"Gillespie County, Texas",25939,322709.9,32170.0,12.441107984116583
"Gilliam County, Oregon",1910,18909.0,24178.0,9.9
"Gilmer County, Georgia",29614,557739.8,24910.2,18.833653001958535
"Gilmer County, West Virginia",8305,204649.5,18969.5,24.641721854304635
"Gilpin County, Colorado",5793,32440.8,45110.0,5.6
"Glacier County, Montana",13677,452597.7,17346.75,33.09188418512832
"Glades County, Florida",13197,235929.2,21001.333333333332,17.877487307721452
"Gladwin County, Michigan",25324,513283.39999999997,24005.222222222223,20.26865424103617
"Glascock County, Georgia",3027,34810.5,19815.0,11.5
"Glasscock County, Texas",1420,16472.0,32885.0,11.6
"Glenn County, California",27935,546823.7,23783.666666666668,19.574859495256845
"Gloucester County, New Jersey",291372,2366113.6,35365.30158730159,8.120593605425368
"Gloucester County, Virginia",37035,321956.30000000005,32417.25,8.693298231402729
"Glynn County, Georgia",83467,1616390.7,31027.666666666668,19.365625935998658
"Gogebic County, Michigan",15577,312730.5,22613.285714285714,20.076426783077615
"Golden Valley County, Montana",747,13595.4,25110.0,18.2
"Golden Valley County, North Dakota",1892,17784.8,28840.0,9.4
"Goliad County, Texas",7510,123047.79999999999,30403.5,16.384527296937414
"Gonzales County, Texas",20558,354181.4,23633.666666666668,17.228397704056817
"Goochland County, Virginia",22148,114588.70000000001,38999.2,5.173771898139788
"Goodhue County, Minnesota",46138,499461.3,34283.6,10.825378213186527
"Gooding County, Idaho",15110,240370.59999999998,20845.0,15.90804765056254
"Gordon County, Georgia",56424,1066197.2,21512.666666666668,18.896164752587552
"Goshen County, Wyoming",13479,178693.6,27228.25,13.25718525113139
"Gosper County, Nebraska",2019,11508.3,31901.0,5.699999999999999
"Gove County, Kansas",2632,23730.6,30263.0,9.016185410334346
"Grady County, Georgia",25048,634077.1,21848.166666666668,25.3144801980198
"Grady County, Oklahoma",54351,677989.3,25372.8,12.474274622362055
"Grafton County, New Hampshire",89280,1008141.5,35583.21052631579,11.291907482078853
"Graham County, Arizona",37700,794407.7,18035.0,21.07182228116711
"Graham County, Kansas",2561,31428.7,28045.0,12.272042171026943
"Graham County, North Carolina",8607,163993.2,19428.0,19.05346810735448
"Grainger County, Tennessee",22942,429335.7,20870.0,18.71396129369715
"Grand County, Colorado",14793,194219.7,32144.333333333332,13.129162441695398
"Grand County, Utah",9544,120772.8,25700.5,12.654316848281644
"Grand Forks County, North Dakota",70130,1309245.5,30377.944444444445,18.668836446599173
"Grand Isle County, Vermont",6950,51979.0,38137.5,7.478992805755396
"Grand Traverse County, Michigan",91222,890750.3,33270.3125,9.76464339742606
"Granite County, Montana",3206,31739.4,29144.0,9.9
"Grant County, Arkansas",18076,261557.0,25861.5,14.469849524231025
"Grant County, Indiana",67615,1330484.9,20808.5625,19.67736301116616
"Grant County, Kansas",7716,77469.0,26551.0,10.0400466562986
"Grant County, Kentucky",24800,535818.8,20817.0,21.60559677419355
"Grant County, Minnesota",5923,62909.8,30392.0,10.6212730035455
"Grant County, Nebraska",682,14390.2,22693.0,21.1
"Grant County, New Mexico",28382,626441.9,23657.25,22.07180255091255
"Grant County, North Dakota",2387,30553.6,33537.0,12.799999999999999
"Grant County, Oklahoma",4458,42925.2,28309.0,9.628802153432032
"Grant County, Oregon",7209,98300.5,23855.0,13.635802469135802
"Grant County, South Dakota",7133,54328.2,31310.0,7.616458713023973
"Grant County, Washington",93420,1482239.2999999998,23029.125,15.866402269321343
"Grant County, West Virginia",11673,148870.2,21651.333333333332,12.753379593934723
"Grant County, Wisconsin",51742,815062.1,24396.166666666668,15.752427428394727
"Grant Parish, Louisiana",22305,441910.60000000003,19179.0,19.81217664200852
"Granville County, North Carolina",58503,826776.3,22725.153846153848,14.132203476744783
"Gratiot County, Michigan",41319,784957.9,20536.3,18.997504779883347
"Graves County, Kentucky",37259,717536.5,22562.88888888889,19.258071875251616
"Gray County, Kansas",6004,50712.0,27024.0,8.44636908727515
"Gray County, Texas",22962,330604.4,21492.428571428572,14.397892169671632
"Grays Harbor County, Washington",71454,1157192.6,23678.0625,16.194931004562378
"Grayson County, Kentucky",26129,672268.7,19541.0,25.728833862757853
"Grayson County, Texas",126146,1812787.4,25884.03846153846,14.370549997621803
"Grayson County, Virginia",15708,321824.7,20849.4,20.487948815889993
"Greeley County, Kansas",1210,13915.0,25775.0,11.5
"Greeley County, Nebraska",2436,23872.800000000003,25544.0,9.8
"Green County, Kentucky",11044,209945.8,23822.0,19.00994204998189
"Green County, Wisconsin",36869,328340.9,29501.25,8.90560904825192
"Green Lake County, Wisconsin",18745,214462.1,26646.166666666668,11.44102960789544
"Greenbrier County, West Virginia",35523,633528.5,22944.14285714286,17.83431861047772
"Greene County, Alabama",8533,330812.39999999997,14003.666666666666,38.76859252314543
